编号	名字	等级需求	光影等级	图标	品质	金币	元宝	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	装备类型	物理防御	魔法防御	闪避	移动时间增加	格档	附加物理防御	附加魔法防御	物防加成（等级）	物防加成（强壮）	物防加成（敏捷）	物防加成（智慧）	魔防加成（等级）	魔防加成（强壮）	魔防加成（敏捷）	魔防加成（智慧）	附加生命上限	附加魔法上限
1120020202	极品硬头饰+2	12	0	2	2	500	0	用硬皮制成的头饰	700	0	0	0	0	2	14	10	0	0	0	4	3	2	0	0	0	2	0	0	0	0	0
1120020203	极品硬头饰+3	12	2	2	2	500	0	用硬皮制成的头饰	800	0	0	0	0	2	16	12	0	0	0	5	4	2	0	0	0	2	0	0	0	0	0
1120020204	极品硬头饰+4	12	2	2	2	500	0	用硬皮制成的头饰	900	0	0	0	0	2	18	14	0	0	0	6	4	2	0	0	0	2	0	0	0	0	0
1120020205	极品硬头饰+5	12	3	2	2	500	0	用硬皮制成的头饰	1000	2500	1500	0	0	2	20	16	0	0	0	6	5	2	0	0	0	2	0	0	0	0	0
1120020206	极品硬头饰+6	12	3	2	2	500	0	用硬皮制成的头饰	1100	3500	1500	0	0	2	22	18	0	0	0	7	6	2	0	0	0	2	0	0	0	0	0
1120020207	极品硬头饰+7	12	3	2	2	500	0	用硬皮制成的头饰	1200	4500	1500	0	0	2	24	20	0	0	0	8	6	2	0	0	0	2	0	0	0	0	0
1120020208	极品硬头饰+8	12	4	2	2	500	0	用硬皮制成的头饰	1300	5500	1500	0	0	2	26	22	0	0	0	8	7	2	0	0	0	2	0	0	0	0	0
1120020209	极品硬头饰+9	12	4	2	2	500	0	用硬皮制成的头饰	1400	7000	1500	0	0	2	28	24	0	0	0	9	8	2	0	0	0	2	0	0	0	0	0
1120020210	极品硬头饰+10	12	5	2	2	500	0	用硬皮制成的头饰	0	10000	1500	0	0	2	30	26	0	0	0	10	8	2	0	0	0	2	0	0	0	0	0
1120030200	完美硬头饰	12	0	2	3	72000	15	用硬皮制成的头饰	500	0	0	28	0	2	10	6	0	0	0	3	2	2	0	10	0	2	0	0	10	50	30
1120030201	完美硬头饰+1	12	0	2	3	72000	15	用硬皮制成的头饰	600	0	0	28	0	2	12	8	0	0	0	4	2	2	0	10	0	2	0	0	10	55	30
1120030202	完美硬头饰+2	12	0	2	3	72000	15	用硬皮制成的头饰	700	0	0	28	0	2	14	10	0	0	0	4	3	2	0	10	0	2	0	0	10	60	30
1120030203	完美硬头饰+3	12	3	2	3	72000	15	用硬皮制成的头饰	800	0	0	28	0	2	16	12	0	0	0	5	4	2	0	10	0	2	0	0	10	65	30
1120030204	完美硬头饰+4	12	3	2	3	72000	15	用硬皮制成的头饰	900	0	0	28	0	2	18	14	0	0	0	6	4	2	0	10	0	2	0	0	10	70	30
1120030205	完美硬头饰+5	12	4	2	3	72000	15	用硬皮制成的头饰	1000	0	0	28	0	2	20	16	0	0	0	6	5	2	0	10	0	2	0	0	10	75	30
1120030206	完美硬头饰+6	12	4	2	3	72000	15	用硬皮制成的头饰	1100	0	0	28	0	2	22	18	0	0	0	7	6	2	0	10	0	2	0	0	10	80	30
1120030207	完美硬头饰+7	12	4	2	3	72000	15	用硬皮制成的头饰	1200	1000	2000	28	0	2	24	20	0	0	0	8	6	2	0	10	0	2	0	0	10	85	30
1120030208	完美硬头饰+8	12	5	2	3	72000	15	用硬皮制成的头饰	1300	1100	2000	28	0	2	26	22	0	0	0	8	7	2	0	10	0	2	0	0	10	90	30
1120030209	完美硬头饰+9	12	5	2	3	72000	15	用硬皮制成的头饰	1400	1200	2000	28	0	2	28	24	0	0	0	9	8	2	0	10	0	2	0	0	10	95	30
1120030210	完美硬头饰+10	12	6	2	3	72000	15	用硬皮制成的头饰	0	1300	2000	28	0	2	30	26	0	0	0	10	8	2	0	10	0	2	0	0	10	100	30
1120040200	神品硬头饰	12	0	2	4	120000	24	用硬皮制成的头饰	500	0	0	48	0	2	10	6	0	0	0	3	2	2	10	10	10	2	10	10	10	50	30
1120040201	神品硬头饰+1	12	0	2	4	120000	24	用硬皮制成的头饰	600	0	0	48	0	2	12	8	0	0	0	4	2	2	10	10	10	2	10	10	10	55	30
1120040202	神品硬头饰+2	12	0	2	4	120000	24	用硬皮制成的头饰	700	0	0	48	0	2	14	10	0	0	0	4	3	2	10	10	10	2	10	10	10	60	30
1120040203	神品硬头饰+3	12	4	2	4	120000	24	用硬皮制成的头饰	800	0	0	48	0	2	16	12	0	0	0	5	4	2	10	10	10	2	10	10	10	65	30
1120040204	神品硬头饰+4	12	4	2	4	120000	24	用硬皮制成的头饰	900	0	0	48	0	2	18	14	0	0	0	6	4	2	10	10	10	2	10	10	10	70	30
1120040205	神品硬头饰+5	12	5	2	4	120000	24	用硬皮制成的头饰	1000	0	0	48	0	2	20	16	0	0	0	6	5	2	10	10	10	2	10	10	10	75	30
1120040206	神品硬头饰+6	12	5	2	4	120000	24	用硬皮制成的头饰	1100	0	0	48	0	2	22	18	0	0	0	7	6	2	10	10	10	2	10	10	10	80	30
1120040207	神品硬头饰+7	12	5	2	4	120000	24	用硬皮制成的头饰	1200	0	0	48	0	2	24	20	0	0	0	8	6	2	10	10	10	2	10	10	10	85	30
1120040208	神品硬头饰+8	12	6	2	4	120000	24	用硬皮制成的头饰	1300	0	0	48	0	2	26	22	0	0	0	8	7	2	10	10	10	2	10	10	10	90	30
1120040209	神品硬头饰+9	12	6	2	4	120000	24	用硬皮制成的头饰	1400	0	0	48	0	2	28	24	0	0	0	9	8	2	10	10	10	2	10	10	10	95	30
1120040210	神品硬头饰+10	12	7	2	4	120000	24	用硬皮制成的头饰	0	0	0	48	0	2	30	26	0	0	0	10	8	2	10	10	10	2	10	10	10	100	30
1120000300	轻灵头饰	24	0	3	0	750	0	轻巧灵便的头饰	800	0	0	0	0	2	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000301	轻灵头饰+1	24	0	3	0	750	0	轻巧灵便的头饰	900	0	0	0	0	2	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000302	轻灵头饰+2	24	0	3	0	750	0	轻巧灵便的头饰	1000	0	0	0	0	2	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000303	轻灵头饰+3	24	0	3	0	750	0	轻巧灵便的头饰	1100	10000	1500	0	0	2	27	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000304	轻灵头饰+4	24	0	3	0	750	0	轻巧灵便的头饰	1200	10000	1500	0	0	2	30	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000305	轻灵头饰+5	24	0	3	0	750	0	轻巧灵便的头饰	1300	10000	1500	0	0	2	33	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000306	轻灵头饰+6	24	0	3	0	750	0	轻巧灵便的头饰	1400	10000	1500	0	0	2	36	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000307	轻灵头饰+7	24	0	3	0	750	0	轻巧灵便的头饰	1500	10000	1500	0	0	2	39	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000308	轻灵头饰+8	24	0	3	0	750	0	轻巧灵便的头饰	1600	10000	1500	0	0	2	42	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000309	轻灵头饰+9	24	0	3	0	750	0	轻巧灵便的头饰	1700	10000	1500	0	0	2	45	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000310	轻灵头饰+10	24	0	3	0	750	0	轻巧灵便的头饰	0	10000	1500	0	0	2	48	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120010300	精品轻灵头饰	24	0	3	1	750	0	轻巧灵便的头饰	800	0	0	0	0	2	18	12	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0
1120010301	精品轻灵头饰+1	24	0	3	1	750	0	轻巧灵便的头饰	900	0	0	0	0	2	21	15	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0
1120010302	精品轻灵头饰+2	24	0	3	1	750	0	轻巧灵便的头饰	1000	0	0	0	0	2	24	18	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0
1120010303	精品轻灵头饰+3	24	1	3	1	750	0	轻巧灵便的头饰	1100	0	0	0	0	2	27	21	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0
1120010304	精品轻灵头饰+4	24	1	3	1	750	0	轻巧灵便的头饰	1200	5000	2000	0	0	2	30	24	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0
1120010305	精品轻灵头饰+5	24	2	3	1	750	0	轻巧灵便的头饰	1300	6000	2000	0	0	2	33	27	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0
1120010306	精品轻灵头饰+6	24	2	3	1	750	0	轻巧灵便的头饰	1400	7000	2000	0	0	2	36	30	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0
1120010307	精品轻灵头饰+7	24	2	3	1	750	0	轻巧灵便的头饰	1500	8000	2000	0	0	2	39	33	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0
1120010308	精品轻灵头饰+8	24	3	3	1	750	0	轻巧灵便的头饰	1600	9000	2000	0	0	2	42	36	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0
1120010309	精品轻灵头饰+9	24	3	3	1	750	0	轻巧灵便的头饰	1700	10000	2000	0	0	2	45	39	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0
1120010310	精品轻灵头饰+10	24	4	3	1	750	0	轻巧灵便的头饰	0	10000	2000	0	0	2	48	42	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0
1120020300	极品轻灵头饰	24	0	3	2	750	0	轻巧灵便的头饰	800	0	0	0	0	2	18	12	0	0	0	6	4	2	0	0	0	2	0	0	0	0	0
1120020301	极品轻灵头饰+1	24	0	3	2	750	0	轻巧灵便的头饰	900	0	0	0	0	2	21	15	0	0	0	7	5	2	0	0	0	2	0	0	0	0	0
1120020302	极品轻灵头饰+2	24	0	3	2	750	0	轻巧灵便的头饰	1000	0	0	0	0	2	24	18	0	0	0	8	6	2	0	0	0	2	0	0	0	0	0
1120020303	极品轻灵头饰+3	24	2	3	2	750	0	轻巧灵便的头饰	1100	0	0	0	0	2	27	21	0	0	0	9	7	2	0	0	0	2	0	0	0	0	0
1120020304	极品轻灵头饰+4	24	2	3	2	750	0	轻巧灵便的头饰	1200	0	0	0	0	2	30	24	0	0	0	10	8	2	0	0	0	2	0	0	0	0	0
1120020305	极品轻灵头饰+5	24	3	3	2	750	0	轻巧灵便的头饰	1300	2500	2500	0	0	2	33	27	0	0	0	11	9	2	0	0	0	2	0	0	0	0	0
1120020306	极品轻灵头饰+6	24	3	3	2	750	0	轻巧灵便的头饰	1400	3500	2500	0	0	2	36	30	0	0	0	12	10	2	0	0	0	2	0	0	0	0	0
1120020307	极品轻灵头饰+7	24	3	3	2	750	0	轻巧灵便的头饰	1500	4500	2500	0	0	2	39	33	0	0	0	13	11	2	0	0	0	2	0	0	0	0	0
1120020308	极品轻灵头饰+8	24	4	3	2	750	0	轻巧灵便的头饰	1600	5500	2500	0	0	2	42	36	0	0	0	14	12	2	0	0	0	2	0	0	0	0	0
1120020309	极品轻灵头饰+9	24	4	3	2	750	0	轻巧灵便的头饰	1700	7000	2500	0	0	2	45	39	0	0	0	15	13	2	0	0	0	2	0	0	0	0	0
1120020310	极品轻灵头饰+10	24	5	3	2	750	0	轻巧灵便的头饰	0	10000	2500	0	0	2	48	42	0	0	0	16	14	2	0	0	0	2	0	0	0	0	0
1120030300	完美轻灵头饰	24	0	3	3	144000	22	轻巧灵便的头饰	800	0	0	96	0	2	18	12	0	0	0	6	4	2	0	10	0	2	0	0	10	100	60
1120030301	完美轻灵头饰+1	24	0	3	3	144000	22	轻巧灵便的头饰	900	0	0	96	0	2	21	15	0	0	0	7	5	2	0	10	0	2	0	0	10	105	60
1120030302	完美轻灵头饰+2	24	0	3	3	144000	22	轻巧灵便的头饰	1000	0	0	96	0	2	24	18	0	0	0	8	6	2	0	10	0	2	0	0	10	110	60
1120030303	完美轻灵头饰+3	24	3	3	3	144000	22	轻巧灵便的头饰	1100	0	0	96	0	2	27	21	0	0	0	9	7	2	0	10	0	2	0	0	10	115	60
1120030304	完美轻灵头饰+4	24	3	3	3	144000	22	轻巧灵便的头饰	1200	0	0	96	0	2	30	24	0	0	0	10	8	2	0	10	0	2	0	0	10	120	60
1120030305	完美轻灵头饰+5	24	4	3	3	144000	22	轻巧灵便的头饰	1300	0	0	96	0	2	33	27	0	0	0	11	9	2	0	10	0	2	0	0	10	125	60
1120030306	完美轻灵头饰+6	24	4	3	3	144000	22	轻巧灵便的头饰	1400	0	0	96	0	2	36	30	0	0	0	12	10	2	0	10	0	2	0	0	10	130	60
1120030307	完美轻灵头饰+7	24	4	3	3	144000	22	轻巧灵便的头饰	1500	1000	3000	96	0	2	39	33	0	0	0	13	11	2	0	10	0	2	0	0	10	135	60
1120030308	完美轻灵头饰+8	24	5	3	3	144000	22	轻巧灵便的头饰	1600	2000	3000	96	0	2	42	36	0	0	0	14	12	2	0	10	0	2	0	0	10	140	60
1120030309	完美轻灵头饰+9	24	5	3	3	144000	22	轻巧灵便的头饰	1700	3000	3000	96	0	2	45	39	0	0	0	15	13	2	0	10	0	2	0	0	10	145	60
1120030310	完美轻灵头饰+10	24	6	3	3	144000	22	轻巧灵便的头饰	0	4000	3000	96	0	2	48	42	0	0	0	16	14	2	0	10	0	2	0	0	10	150	60
1120040300	神品轻灵头饰	24	0	3	4	240000	32	轻巧灵便的头饰	800	0	0	160	0	2	18	12	0	0	0	6	4	2	10	10	10	2	10	10	10	100	60
1120040301	神品轻灵头饰+1	24	0	3	4	240000	32	轻巧灵便的头饰	900	0	0	160	0	2	21	15	0	0	0	7	5	2	10	10	10	2	10	10	10	105	60
1120040302	神品轻灵头饰+2	24	0	3	4	240000	32	轻巧灵便的头饰	1000	0	0	160	0	2	24	18	0	0	0	8	6	2	10	10	10	2	10	10	10	110	60
1120040303	神品轻灵头饰+3	24	4	3	4	240000	32	轻巧灵便的头饰	1100	0	0	160	0	2	27	21	0	0	0	9	7	2	10	10	10	2	10	10	10	115	60
1120040304	神品轻灵头饰+4	24	4	3	4	240000	32	轻巧灵便的头饰	1200	0	0	160	0	2	30	24	0	0	0	10	8	2	10	10	10	2	10	10	10	120	60
1120040305	神品轻灵头饰+5	24	5	3	4	240000	32	轻巧灵便的头饰	1300	0	0	160	0	2	33	27	0	0	0	11	9	2	10	10	10	2	10	10	10	125	60
1120040306	神品轻灵头饰+6	24	5	3	4	240000	32	轻巧灵便的头饰	1400	0	0	160	0	2	36	30	0	0	0	12	10	2	10	10	10	2	10	10	10	130	60
1120040307	神品轻灵头饰+7	24	5	3	4	240000	32	轻巧灵便的头饰	1500	0	0	160	0	2	39	33	0	0	0	13	11	2	10	10	10	2	10	10	10	135	60
1120040308	神品轻灵头饰+8	24	6	3	4	240000	32	轻巧灵便的头饰	1600	0	0	160	0	2	42	36	0	0	0	14	12	2	10	10	10	2	10	10	10	140	60
1120040309	神品轻灵头饰+9	24	6	3	4	240000	32	轻巧灵便的头饰	1700	0	0	160	0	2	45	39	0	0	0	15	13	2	10	10	10	2	10	10	10	145	60
1120040310	神品轻灵头饰+10	24	7	3	4	240000	32	轻巧灵便的头饰	0	0	0	160	0	2	48	42	0	0	0	16	14	2	10	10	10	2	10	10	10	150	60
1120000400	射手头饰	36	0	4	0	1125	0	神射手专用头饰	1200	0	0	0	0	2	27	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000401	射手头饰+1	36	0	4	0	1125	0	神射手专用头饰	1300	0	0	0	0	2	30	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000402	射手头饰+2	36	0	4	0	1125	0	神射手专用头饰	1400	0	3000	0	0	2	33	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000403	射手头饰+3	36	0	4	0	1125	0	神射手专用头饰	1500	10000	3000	0	0	2	36	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000404	射手头饰+4	36	0	4	0	1125	0	神射手专用头饰	1600	10000	3000	0	0	2	39	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000405	射手头饰+5	36	0	4	0	1125	0	神射手专用头饰	1700	10000	3000	0	0	2	42	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000406	射手头饰+6	36	0	4	0	1125	0	神射手专用头饰	1800	10000	3000	0	0	2	45	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000407	射手头饰+7	36	0	4	0	1125	0	神射手专用头饰	1900	10000	3000	0	0	2	48	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000408	射手头饰+8	36	0	4	0	1125	0	神射手专用头饰	2000	10000	3000	0	0	2	51	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000409	射手头饰+9	36	0	4	0	1125	0	神射手专用头饰	2100	10000	3000	0	0	2	54	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120000410	射手头饰+10	36	0	4	0	1125	0	神射手专用头饰	0	10000	3000	0	0	2	57	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120010400	精品射手头饰	36	0	4	1	1125	0	神射手专用头饰	1200	0	0	0	0	2	27	18	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0
1120010401	精品射手头饰+1	36	0	4	1	1125	0	神射手专用头饰	1300	0	0	0	0	2	30	21	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0
1120010402	精品射手头饰+2	36	0	4	1	1125	0	神射手专用头饰	1400	0	0	0	0	2	33	24	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0
1120010403	精品射手头饰+3	36	1	4	1	1125	0	神射手专用头饰	1500	0	0	0	0	2	36	27	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0
1120010404	精品射手头饰+4	36	1	4	1	1125	0	神射手专用头饰	1600	5000	4000	0	0	2	39	30	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0
1120010405	精品射手头饰+5	36	2	4	1	1125	0	神射手专用头饰	1700	6000	4000	0	0	2	42	33	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0
1120010406	精品射手头饰+6	36	2	4	1	1125	0	神射手专用头饰	1800	7000	4000	0	0	2	45	36	0	0	0	15	12	0	0	0	0	0	0	0	0	0	0
1120010407	精品射手头饰+7	36	2	4	1	1125	0	神射手专用头饰	1900	8000	4000	0	0	2	48	39	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0
1120010408	精品射手头饰+8	36	3	4	1	1125	0	神射手专用头饰	2000	9000	4000	0	0	2	51	42	0	0	0	17	14	0	0	0	0	0	0	0	0	0	0
1120010409	精品射手头饰+9	36	3	4	1	1125	0	神射手专用头饰	2100	10000	4000	0	0	2	54	45	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0
1120010410	精品射手头饰+10	36	4	4	1	1125	0	神射手专用头饰	0	10000	4000	0	0	2	57	48	0	0	0	19	16	0	0	0	0	0	0	0	0	0	0
1120020400	极品射手头饰	36	0	4	2	1125	0	神射手专用头饰	1200	0	0	0	0	2	27	18	0	0	0	9	6	2	0	0	0	2	0	0	0	0	0
1120020401	极品射手头饰+1	36	0	4	2	1125	0	神射手专用头饰	1300	0	0	0	0	2	30	21	0	0	0	10	7	2	0	0	0	2	0	0	0	0	0
1120020402	极品射手头饰+2	36	0	4	2	1125	0	神射手专用头饰	1400	0	0	0	0	2	33	24	0	0	0	11	8	2	0	0	0	2	0	0	0	0	0
1120020403	极品射手头饰+3	36	2	4	2	1125	0	神射手专用头饰	1500	0	0	0	0	2	36	27	0	0	0	12	9	2	0	0	0	2	0	0	0	0	0
1120020404	极品射手头饰+4	36	2	4	2	1125	0	神射手专用头饰	1600	0	0	0	0	2	39	30	0	0	0	13	10	2	0	0	0	2	0	0	0	0	0
1120020405	极品射手头饰+5	36	3	4	2	1125	0	神射手专用头饰	1700	1000	5000	0	0	2	42	33	0	0	0	14	11	2	0	0	0	2	0	0	0	0	0
1120020406	极品射手头饰+6	36	3	4	2	1125	0	神射手专用头饰	1800	2000	5000	0	0	2	45	36	0	0	0	15	12	2	0	0	0	2	0	0	0	0	0
1120020407	极品射手头饰+7	36	3	4	2	1125	0	神射手专用头饰	1900	3500	5000	0	0	2	48	39	0	0	0	16	13	2	0	0	0	2	0	0	0	0	0
1120020408	极品射手头饰+8	36	4	4	2	1125	0	神射手专用头饰	2000	5000	5000	0	0	2	51	42	0	0	0	17	14	2	0	0	0	2	0	0	0	0	0
1120020409	极品射手头饰+9	36	4	4	2	1125	0	神射手专用头饰	2100	7000	5000	0	0	2	54	45	0	0	0	18	15	2	0	0	0	2	0	0	0	0	0
1120020410	极品射手头饰+10	36	5	4	2	1125	0	神射手专用头饰	0	10000	5000	0	0	2	57	48	0	0	0	19	16	2	0	0	0	2	0	0	0	0	0
1120030400	完美射手头饰	36	0	4	3	384000	29	神射手专用头饰	1200	0	0	76	0	2	27	18	0	0	0	9	6	2	0	10	0	2	0	0	10	150	90
