编号	名字	等级需求	图标	光影等级	套装样式	品质	金币	元宝	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	装备类型	物理防御	魔法防御	闪避	移动时间增加	格档	附加物理防御	附加魔法防御	物防加成（等级）	物防加成（强壮）	物防加成（敏捷）	物防加成（智慧）	魔防加成（等级）	魔防加成（强壮）	魔防加成（敏捷）	魔防加成（智慧）	附加生命上限	附加魔法上限
1111000109	粗布袍+9	0	1	0	0	0	9	0	很普通的布制长袍	0	0	0	0	1	1	20	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000110	粗布袍+10	0	1	0	0	0	9	0	很普通的布制长袍	0	0	0	0	1	1	22	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000200	兽皮袍	12	2	0	0	0	1000	0	动物皮所制成的长袍	500	0	0	0	1	1	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000201	兽皮袍+1	12	2	0	0	0	1000	0	动物皮所制成的长袍	600	0	0	0	1	1	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000202	兽皮袍+2	12	2	0	0	0	1000	0	动物皮所制成的长袍	700	0	0	0	1	1	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000203	兽皮袍+3	12	2	0	0	0	1000	0	动物皮所制成的长袍	800	10000	500	0	1	1	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000204	兽皮袍+4	12	2	0	0	0	1000	0	动物皮所制成的长袍	900	10000	500	0	1	1	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000205	兽皮袍+5	12	2	0	0	0	1000	0	动物皮所制成的长袍	1000	10000	500	0	1	1	22	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000206	兽皮袍+6	12	2	0	0	0	1000	0	动物皮所制成的长袍	1100	10000	500	0	1	1	24	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000207	兽皮袍+7	12	2	0	0	0	1000	0	动物皮所制成的长袍	1200	10000	500	0	1	1	26	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000208	兽皮袍+8	12	2	0	0	0	1000	0	动物皮所制成的长袍	1300	10000	500	0	1	1	28	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000209	兽皮袍+9	12	2	0	0	0	1000	0	动物皮所制成的长袍	1400	10000	500	0	1	1	30	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000210	兽皮袍+10	12	2	0	0	0	1000	0	动物皮所制成的长袍	0	10000	500	0	1	1	32	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111010200	精品兽皮袍	12	2	0	0	1	1000	0	动物皮所制成的长袍	500	0	0	0	1	1	12	16	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0
1111010201	精品兽皮袍+1	12	2	0	0	1	1000	0	动物皮所制成的长袍	600	0	0	0	1	1	14	18	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0
1111010202	精品兽皮袍+2	12	2	0	0	1	1000	0	动物皮所制成的长袍	700	0	0	0	1	1	16	20	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0
1111010203	精品兽皮袍+3	12	2	1	0	1	1000	0	动物皮所制成的长袍	800	0	0	0	1	1	18	22	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0
1111010204	精品兽皮袍+4	12	2	1	0	1	1000	0	动物皮所制成的长袍	900	5000	1000	0	1	1	20	24	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0
1111010205	精品兽皮袍+5	12	2	2	0	1	1000	0	动物皮所制成的长袍	1000	6000	1000	0	1	1	22	26	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0
1111010206	精品兽皮袍+6	12	2	2	0	1	1000	0	动物皮所制成的长袍	1100	7000	1000	0	1	1	24	28	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0
1111010207	精品兽皮袍+7	12	2	2	0	1	1000	0	动物皮所制成的长袍	1200	8000	1000	0	1	1	26	30	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0
1111010208	精品兽皮袍+8	12	2	3	0	1	1000	0	动物皮所制成的长袍	1300	9000	1000	0	1	1	28	32	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0
1111010209	精品兽皮袍+9	12	2	3	0	1	1000	0	动物皮所制成的长袍	1400	10000	1000	0	1	1	30	34	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0
1111010210	精品兽皮袍+10	12	2	4	0	1	1000	0	动物皮所制成的长袍	0	10000	1000	0	1	1	32	36	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0
1111020200	极品兽皮袍	12	2	0	0	2	1000	0	动物皮所制成的长袍	500	0	0	0	1	1	12	16	0	0	0	4	5	2	0	0	0	2	0	0	0	0	0
1111020201	极品兽皮袍+1	12	2	0	0	2	1000	0	动物皮所制成的长袍	600	0	0	0	1	1	14	18	0	0	0	4	6	2	0	0	0	2	0	0	0	0	0
1111020202	极品兽皮袍+2	12	2	0	0	2	1000	0	动物皮所制成的长袍	700	0	0	0	1	1	16	20	0	0	0	5	6	2	0	0	0	2	0	0	0	0	0
1111020203	极品兽皮袍+3	12	2	2	0	2	1000	0	动物皮所制成的长袍	800	0	0	0	1	1	18	22	0	0	0	6	7	2	0	0	0	2	0	0	0	0	0
1111020204	极品兽皮袍+4	12	2	2	0	2	1000	0	动物皮所制成的长袍	900	0	0	0	1	1	20	24	0	0	0	6	8	2	0	0	0	2	0	0	0	0	0
1111020205	极品兽皮袍+5	12	2	3	0	2	1000	0	动物皮所制成的长袍	1000	2500	1500	0	1	1	22	26	0	0	0	7	8	2	0	0	0	2	0	0	0	0	0
1111020206	极品兽皮袍+6	12	2	3	0	2	1000	0	动物皮所制成的长袍	1100	3500	1500	0	1	1	24	28	0	0	0	8	9	2	0	0	0	2	0	0	0	0	0
1111020207	极品兽皮袍+7	12	2	3	0	2	1000	0	动物皮所制成的长袍	1200	4500	1500	0	1	1	26	30	0	0	0	8	10	2	0	0	0	2	0	0	0	0	0
1111020208	极品兽皮袍+8	12	2	4	0	2	1000	0	动物皮所制成的长袍	1300	5500	1500	0	1	1	28	32	0	0	0	9	10	2	0	0	0	2	0	0	0	0	0
1111020209	极品兽皮袍+9	12	2	4	0	2	1000	0	动物皮所制成的长袍	1400	7000	1500	0	1	1	30	34	0	0	0	10	11	2	0	0	0	2	0	0	0	0	0
1111020210	极品兽皮袍+10	12	2	5	0	2	1000	0	动物皮所制成的长袍	0	10000	1500	0	1	1	32	36	0	0	0	10	12	2	0	0	0	2	0	0	0	0	0
1111030200	完美兽皮袍	12	2	0	0	3	120000	24	动物皮所制成的长袍	500	0	0	48	1	1	12	16	0	0	0	4	5	2	0	0	10	2	0	0	10	60	100
1111030201	完美兽皮袍+1	12	2	0	0	3	120000	24	动物皮所制成的长袍	600	0	0	48	1	1	14	18	0	0	0	4	6	2	0	0	10	2	0	0	10	65	100
1111030202	完美兽皮袍+2	12	2	0	0	3	120000	24	动物皮所制成的长袍	700	0	0	48	1	1	16	20	0	0	0	5	6	2	0	0	10	2	0	0	10	70	100
1111030203	完美兽皮袍+3	12	2	3	0	3	120000	24	动物皮所制成的长袍	800	0	0	48	1	1	18	22	0	0	0	6	7	2	0	0	10	2	0	0	10	75	100
1111030204	完美兽皮袍+4	12	2	3	0	3	120000	24	动物皮所制成的长袍	900	0	0	48	1	1	20	24	0	0	0	6	8	2	0	0	10	2	0	0	10	80	100
1111030205	完美兽皮袍+5	12	2	4	0	3	120000	24	动物皮所制成的长袍	1000	0	0	48	1	1	22	26	0	0	0	7	8	2	0	0	10	2	0	0	10	85	100
1111030206	完美兽皮袍+6	12	2	4	0	3	120000	24	动物皮所制成的长袍	1100	0	0	48	1	1	24	28	0	0	0	8	9	2	0	0	10	2	0	0	10	90	100
1111030207	完美兽皮袍+7	12	2	4	0	3	120000	24	动物皮所制成的长袍	1200	1000	2000	48	1	1	26	30	0	0	0	8	10	2	0	0	10	2	0	0	10	95	100
1111030208	完美兽皮袍+8	12	2	5	0	3	120000	24	动物皮所制成的长袍	1300	1100	2000	48	1	1	28	32	0	0	0	9	10	2	0	0	10	2	0	0	10	100	100
1111030209	完美兽皮袍+9	12	2	5	0	3	120000	24	动物皮所制成的长袍	1400	1200	2000	48	1	1	30	34	0	0	0	10	11	2	0	0	10	2	0	0	10	105	100
1111030210	完美兽皮袍+10	12	2	6	0	3	120000	24	动物皮所制成的长袍	0	1300	2000	48	1	1	32	36	0	0	0	10	12	2	0	0	10	2	0	0	10	110	100
1111040200	神品兽皮袍	12	2	0	0	4	200000	40	动物皮所制成的长袍	500	0	0	80	1	1	12	16	0	0	0	4	5	2	10	10	10	2	10	10	10	60	100
1111040201	神品兽皮袍+1	12	2	0	0	4	200000	40	动物皮所制成的长袍	600	0	0	80	1	1	14	18	0	0	0	4	6	2	10	10	10	2	10	10	10	65	100
1111040202	神品兽皮袍+2	12	2	0	0	4	200000	40	动物皮所制成的长袍	700	0	0	80	1	1	16	20	0	0	0	5	6	2	10	10	10	2	10	10	10	70	100
1111040203	神品兽皮袍+3	12	2	4	0	4	200000	40	动物皮所制成的长袍	800	0	0	80	1	1	18	22	0	0	0	6	7	2	10	10	10	2	10	10	10	75	100
1111040204	神品兽皮袍+4	12	2	4	0	4	200000	40	动物皮所制成的长袍	900	0	0	80	1	1	20	24	0	0	0	6	8	2	10	10	10	2	10	10	10	80	100
1111040205	神品兽皮袍+5	12	2	5	0	4	200000	40	动物皮所制成的长袍	1000	0	0	80	1	1	22	26	0	0	0	7	8	2	10	10	10	2	10	10	10	85	100
1111040206	神品兽皮袍+6	12	2	5	0	4	200000	40	动物皮所制成的长袍	1100	0	0	80	1	1	24	28	0	0	0	8	9	2	10	10	10	2	10	10	10	90	100
1111040207	神品兽皮袍+7	12	2	5	0	4	200000	40	动物皮所制成的长袍	1200	0	0	80	1	1	26	30	0	0	0	8	10	2	10	10	10	2	10	10	10	95	100
1111040208	神品兽皮袍+8	12	2	6	0	4	200000	40	动物皮所制成的长袍	1300	0	0	80	1	1	28	32	0	0	0	9	10	2	10	10	10	2	10	10	10	100	100
1111040209	神品兽皮袍+9	12	2	6	0	4	200000	40	动物皮所制成的长袍	1400	0	0	80	1	1	30	34	0	0	0	10	11	2	10	10	10	2	10	10	10	105	100
1111040210	神品兽皮袍+10	12	2	7	0	4	200000	40	动物皮所制成的长袍	0	0	0	80	1	1	32	36	0	0	0	10	12	2	10	10	10	2	10	10	10	110	100
1111000300	密法法袍	24	3	0	0	0	1500	0	具有神秘特性的法袍	800	0	0	0	1	1	23	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000301	密法法袍+1	24	3	0	0	0	1500	0	具有神秘特性的法袍	900	0	0	0	1	1	26	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000302	密法法袍+2	24	3	0	0	0	1500	0	具有神秘特性的法袍	1000	0	0	0	1	1	29	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000303	密法法袍+3	24	3	0	0	0	1500	0	具有神秘特性的法袍	1100	10000	1500	0	1	1	32	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000304	密法法袍+4	24	3	0	0	0	1500	0	具有神秘特性的法袍	1200	10000	1500	0	1	1	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000305	密法法袍+5	24	3	0	0	0	1500	0	具有神秘特性的法袍	1300	10000	1500	0	1	1	38	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000306	密法法袍+6	24	3	0	0	0	1500	0	具有神秘特性的法袍	1400	10000	1500	0	1	1	41	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000307	密法法袍+7	24	3	0	0	0	1500	0	具有神秘特性的法袍	1500	10000	1500	0	1	1	44	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000308	密法法袍+8	24	3	0	0	0	1500	0	具有神秘特性的法袍	1600	10000	1500	0	1	1	47	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000309	密法法袍+9	24	3	0	0	0	1500	0	具有神秘特性的法袍	1700	10000	1500	0	1	1	50	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000310	密法法袍+10	24	3	0	0	0	1500	0	具有神秘特性的法袍	0	10000	1500	0	1	1	53	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111010300	精品密法法袍	24	3	0	0	1	1500	0	具有神秘特性的法袍	800	0	0	0	1	1	23	31	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0
1111010301	精品密法法袍+1	24	3	0	0	1	1500	0	具有神秘特性的法袍	900	0	0	0	1	1	26	34	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0
1111010302	精品密法法袍+2	24	3	0	0	1	1500	0	具有神秘特性的法袍	1000	0	0	0	1	1	29	37	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0
1111010303	精品密法法袍+3	24	3	1	0	1	1500	0	具有神秘特性的法袍	1100	0	0	0	1	1	32	40	0	0	0	10	13	0	0	0	0	0	0	0	0	0	0
1111010304	精品密法法袍+4	24	3	1	0	1	1500	0	具有神秘特性的法袍	1200	5000	2000	0	1	1	35	43	0	0	0	11	14	0	0	0	0	0	0	0	0	0	0
1111010305	精品密法法袍+5	24	3	2	0	1	1500	0	具有神秘特性的法袍	1300	6000	2000	0	1	1	38	46	0	0	0	12	15	0	0	0	0	0	0	0	0	0	0
1111010306	精品密法法袍+6	24	3	2	0	1	1500	0	具有神秘特性的法袍	1400	7000	2000	0	1	1	41	49	0	0	0	13	16	0	0	0	0	0	0	0	0	0	0
1111010307	精品密法法袍+7	24	3	2	0	1	1500	0	具有神秘特性的法袍	1500	8000	2000	0	1	1	44	52	0	0	0	14	17	0	0	0	0	0	0	0	0	0	0
1111010308	精品密法法袍+8	24	3	3	0	1	1500	0	具有神秘特性的法袍	1600	9000	2000	0	1	1	47	55	0	0	0	15	18	0	0	0	0	0	0	0	0	0	0
1111010309	精品密法法袍+9	24	3	3	0	1	1500	0	具有神秘特性的法袍	1700	10000	2000	0	1	1	50	58	0	0	0	16	19	0	0	0	0	0	0	0	0	0	0
1111010310	精品密法法袍+10	24	3	4	0	1	1500	0	具有神秘特性的法袍	0	10000	2000	0	1	1	53	61	0	0	0	17	20	0	0	0	0	0	0	0	0	0	0
1111020300	极品秘法法袍	24	3	0	0	2	1500	0	具有神秘特性的法袍	800	0	0	0	1	1	23	31	0	0	0	7	10	2	0	0	0	2	0	0	0	0	0
1111020301	极品秘法法袍+1	24	3	0	0	2	1500	0	具有神秘特性的法袍	900	0	0	0	1	1	26	34	0	0	0	8	11	2	0	0	0	2	0	0	0	0	0
1111020302	极品秘法法袍+2	24	3	0	0	2	1500	0	具有神秘特性的法袍	1000	0	0	0	1	1	29	37	0	0	0	9	12	2	0	0	0	2	0	0	0	0	0
1111020303	极品秘法法袍+3	24	3	2	0	2	1500	0	具有神秘特性的法袍	1100	0	0	0	1	1	32	40	0	0	0	10	13	2	0	0	0	2	0	0	0	0	0
1111020304	极品秘法法袍+4	24	3	2	0	2	1500	0	具有神秘特性的法袍	1200	0	0	0	1	1	35	43	0	0	0	11	14	2	0	0	0	2	0	0	0	0	0
1111020305	极品秘法法袍+5	24	3	3	0	2	1500	0	具有神秘特性的法袍	1300	2500	2500	0	1	1	38	46	0	0	0	12	15	2	0	0	0	2	0	0	0	0	0
1111020306	极品秘法法袍+6	24	3	3	0	2	1500	0	具有神秘特性的法袍	1400	3500	2500	0	1	1	41	49	0	0	0	13	16	2	0	0	0	2	0	0	0	0	0
1111020307	极品秘法法袍+7	24	3	3	0	2	1500	0	具有神秘特性的法袍	1500	4500	2500	0	1	1	44	52	0	0	0	14	17	2	0	0	0	2	0	0	0	0	0
1111020308	极品秘法法袍+8	24	3	4	0	2	1500	0	具有神秘特性的法袍	1600	5500	2500	0	1	1	47	55	0	0	0	15	18	2	0	0	0	2	0	0	0	0	0
1111020309	极品秘法法袍+9	24	3	4	0	2	1500	0	具有神秘特性的法袍	1700	7000	2500	0	1	1	50	58	0	0	0	16	19	2	0	0	0	2	0	0	0	0	0
1111020310	极品秘法法袍+10	24	3	5	0	2	1500	0	具有神秘特性的法袍	0	10000	2500	0	1	1	53	61	0	0	0	17	20	2	0	0	0	2	0	0	0	0	0
1111030300	完美秘法法袍	24	3	0	0	3	240000	36	具有神秘特性的法袍	800	0	0	144	1	1	23	31	0	0	0	7	10	2	0	0	10	2	0	0	10	90	150
1111030301	完美秘法法袍+1	24	3	0	0	3	240000	36	具有神秘特性的法袍	900	0	0	144	1	1	26	34	0	0	0	8	11	2	0	0	10	2	0	0	10	95	150
1111030302	完美秘法法袍+2	24	3	0	0	3	240000	36	具有神秘特性的法袍	1000	0	0	144	1	1	29	37	0	0	0	9	12	2	0	0	10	2	0	0	10	100	150
1111030303	完美秘法法袍+3	24	3	3	0	3	240000	36	具有神秘特性的法袍	1100	0	0	144	1	1	32	40	0	0	0	10	13	2	0	0	10	2	0	0	10	105	150
1111030304	完美秘法法袍+4	24	3	3	0	3	240000	36	具有神秘特性的法袍	1200	0	0	144	1	1	35	43	0	0	0	11	14	2	0	0	10	2	0	0	10	110	150
1111030305	完美秘法法袍+5	24	3	4	0	3	240000	36	具有神秘特性的法袍	1300	0	0	144	1	1	38	46	0	0	0	12	15	2	0	0	10	2	0	0	10	115	150
1111030306	完美秘法法袍+6	24	3	4	0	3	240000	36	具有神秘特性的法袍	1400	0	0	144	1	1	41	49	0	0	0	13	16	2	0	0	10	2	0	0	10	120	150
1111030307	完美秘法法袍+7	24	3	4	0	3	240000	36	具有神秘特性的法袍	1500	1000	3000	144	1	1	44	52	0	0	0	14	17	2	0	0	10	2	0	0	10	125	150
1111030308	完美秘法法袍+8	24	3	5	0	3	240000	36	具有神秘特性的法袍	1600	2000	3000	144	1	1	47	55	0	0	0	15	18	2	0	0	10	2	0	0	10	130	150
1111030309	完美秘法法袍+9	24	3	5	0	3	240000	36	具有神秘特性的法袍	1700	3000	3000	144	1	1	50	58	0	0	0	16	19	2	0	0	10	2	0	0	10	135	150
1111030310	完美秘法法袍+10	24	3	6	0	3	240000	36	具有神秘特性的法袍	0	4000	3000	144	1	1	53	61	0	0	0	17	20	2	0	0	10	2	0	0	10	140	150
1111040300	神品秘法法袍	24	3	0	0	4	400000	60	具有神秘特性的法袍	800	0	0	240	1	1	23	31	0	0	0	7	10	2	10	10	10	2	10	10	10	90	150
1111040301	神品秘法法袍+1	24	3	0	0	4	400000	60	具有神秘特性的法袍	900	0	0	240	1	1	26	34	0	0	0	8	11	2	10	10	10	2	10	10	10	95	150
1111040302	神品秘法法袍+2	24	3	0	0	4	400000	60	具有神秘特性的法袍	1000	0	0	240	1	1	29	37	0	0	0	9	12	2	10	10	10	2	10	10	10	100	150
1111040303	神品秘法法袍+3	24	3	4	0	4	400000	60	具有神秘特性的法袍	1100	0	0	240	1	1	32	40	0	0	0	10	13	2	10	10	10	2	10	10	10	105	150
1111040304	神品秘法法袍+4	24	3	4	0	4	400000	60	具有神秘特性的法袍	1200	0	0	240	1	1	35	43	0	0	0	11	14	2	10	10	10	2	10	10	10	110	150
1111040305	神品秘法法袍+5	24	3	5	0	4	400000	60	具有神秘特性的法袍	1300	0	0	240	1	1	38	46	0	0	0	12	15	2	10	10	10	2	10	10	10	115	150
1111040306	神品秘法法袍+6	24	3	5	0	4	400000	60	具有神秘特性的法袍	1400	0	0	240	1	1	41	49	0	0	0	13	16	2	10	10	10	2	10	10	10	120	150
1111040307	神品秘法法袍+7	24	3	5	0	4	400000	60	具有神秘特性的法袍	1500	0	0	240	1	1	44	52	0	0	0	14	17	2	10	10	10	2	10	10	10	125	150
1111040308	神品秘法法袍+8	24	3	6	0	4	400000	60	具有神秘特性的法袍	1600	0	0	240	1	1	47	55	0	0	0	15	18	2	10	10	10	2	10	10	10	130	150
1111040309	神品秘法法袍+9	24	3	6	0	4	400000	60	具有神秘特性的法袍	1700	0	0	240	1	1	50	58	0	0	0	16	19	2	10	10	10	2	10	10	10	135	150
1111040310	神品秘法法袍+10	24	3	7	0	4	400000	60	具有神秘特性的法袍	0	0	0	240	1	1	53	61	0	0	0	17	20	2	10	10	10	2	10	10	10	140	150
1111000400	繁星法袍	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1200	0	0	0	1	1	34	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000401	繁星法袍+1	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1300	0	0	0	1	1	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000402	繁星法袍+2	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1400	0	3000	0	1	1	40	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000403	繁星法袍+3	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1500	10000	3000	0	1	1	43	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000404	繁星法袍+4	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1600	10000	3000	0	1	1	46	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000405	繁星法袍+5	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1700	10000	3000	0	1	1	49	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000406	繁星法袍+6	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1800	10000	3000	0	1	1	52	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000407	繁星法袍+7	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	1900	10000	3000	0	1	1	55	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000408	繁星法袍+8	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	2000	10000	3000	0	1	1	58	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000409	繁星法袍+9	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	2100	10000	3000	0	1	1	61	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111000410	繁星法袍+10	36	4	0	1	0	2250	0	镶嵌着颗颗宝石的法袍	0	10000	3000	0	1	1	64	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111010400	精品繁星法袍	36	4	0	1	1	2250	0	镶嵌着颗颗宝石的法袍	1200	0	0	0	1	1	34	51	0	0	0	11	17	0	0	0	0	0	0	0	0	0	0
1111010401	精品繁星法袍+1	36	4	0	1	1	2250	0	镶嵌着颗颗宝石的法袍	1300	0	0	0	1	1	37	54	0	0	0	12	18	0	0	0	0	0	0	0	0	0	0
1111010402	精品繁星法袍+2	36	4	0	1	1	2250	0	镶嵌着颗颗宝石的法袍	1400	0	0	0	1	1	40	57	0	0	0	13	19	0	0	0	0	0	0	0	0	0	0
1111010403	精品繁星法袍+3	36	4	1	1	1	2250	0	镶嵌着颗颗宝石的法袍	1500	0	0	0	1	1	43	60	0	0	0	14	20	0	0	0	0	0	0	0	0	0	0
1111010404	精品繁星法袍+4	36	4	1	1	1	2250	0	镶嵌着颗颗宝石的法袍	1600	5000	4000	0	1	1	46	63	0	0	0	15	21	0	0	0	0	0	0	0	0	0	0
1111010405	精品繁星法袍+5	36	4	2	1	1	2250	0	镶嵌着颗颗宝石的法袍	1700	6000	4000	0	1	1	49	66	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0
1111010406	精品繁星法袍+6	36	4	2	1	1	2250	0	镶嵌着颗颗宝石的法袍	1800	7000	4000	0	1	1	52	69	0	0	0	17	23	0	0	0	0	0	0	0	0	0	0
1111010407	精品繁星法袍+7	36	4	2	1	1	2250	0	镶嵌着颗颗宝石的法袍	1900	8000	4000	0	1	1	55	72	0	0	0	18	24	0	0	0	0	0	0	0	0	0	0
1111010408	精品繁星法袍+8	36	4	3	1	1	2250	0	镶嵌着颗颗宝石的法袍	2000	9000	4000	0	1	1	58	75	0	0	0	19	25	0	0	0	0	0	0	0	0	0	0
1111010409	精品繁星法袍+9	36	4	3	1	1	2250	0	镶嵌着颗颗宝石的法袍	2100	10000	4000	0	1	1	61	78	0	0	0	20	26	0	0	0	0	0	0	0	0	0	0
1111010410	精品繁星法袍+10	36	4	4	1	1	2250	0	镶嵌着颗颗宝石的法袍	0	10000	4000	0	1	1	64	81	0	0	0	21	27	0	0	0	0	0	0	0	0	0	0
1111020400	极品繁星法袍	36	4	0	1	2	2250	0	镶嵌着颗颗宝石的法袍	1200	0	0	0	1	1	34	51	0	0	0	11	17	2	0	0	0	2	0	0	0	0	0
1111020401	极品繁星法袍+1	36	4	0	1	2	2250	0	镶嵌着颗颗宝石的法袍	1300	0	0	0	1	1	37	54	0	0	0	12	18	2	0	0	0	2	0	0	0	0	0
1111020402	极品繁星法袍+2	36	4	0	1	2	2250	0	镶嵌着颗颗宝石的法袍	1400	0	0	0	1	1	40	57	0	0	0	13	19	2	0	0	0	2	0	0	0	0	0
1111020403	极品繁星法袍+3	36	4	2	1	2	2250	0	镶嵌着颗颗宝石的法袍	1500	0	0	0	1	1	43	60	0	0	0	14	20	2	0	0	0	2	0	0	0	0	0
1111020404	极品繁星法袍+4	36	4	2	1	2	2250	0	镶嵌着颗颗宝石的法袍	1600	0	0	0	1	1	46	63	0	0	0	15	21	2	0	0	0	2	0	0	0	0	0
