编号	名字	等级需求	图标	光影等级	套装样式	品质	金币	元宝	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	装备类型	物理防御	魔法防御	闪避	移动时间增加	格档	附加物理防御	附加魔法防御	物防加成（等级）	物防加成（强壮）	物防加成（敏捷）	物防加成（智慧）	魔防加成（等级）	魔防加成（强壮）	魔防加成（敏捷）	魔防加成（智慧）	附加生命上限	附加魔法上限
1112000303	青狼铠甲+3	24	3	0	0	0	1125	0	有青狼印记的铠甲	1100	10000	1500	0	2	1	39	34	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
1112000304	青狼铠甲+4	24	3	0	0	0	1125	0	有青狼印记的铠甲	1200	10000	1500	0	2	1	42	38	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
1112000305	青狼铠甲+5	24	3	0	0	0	1125	0	有青狼印记的铠甲	1300	10000	1500	0	2	1	45	42	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
1112000306	青狼铠甲+6	24	3	0	0	0	1125	0	有青狼印记的铠甲	1400	10000	1500	0	2	1	48	45	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
1112000307	青狼铠甲+7	24	3	0	0	0	1125	0	有青狼印记的铠甲	1500	10000	1500	0	2	1	51	49	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
1112000308	青狼铠甲+8	24	3	0	0	0	1125	0	有青狼印记的铠甲	1600	10000	1500	0	2	1	54	52	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
1112000309	青狼铠甲+9	24	3	0	0	0	1125	0	有青狼印记的铠甲	1700	10000	1500	0	2	1	57	56	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
1112000310	青狼铠甲+10	24	3	0	0	0	1125	0	有青狼印记的铠甲	0	10000	1500	0	2	1	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
1112010300	精品青狼铠甲	24	3	0	0	1	1125	0	有青狼印记的铠甲	800	0	0	0	2	1	30	24	0	0	0	10	6	0	0	0	0	0	0	0	0	90	0
1112010301	精品青狼铠甲+1	24	3	0	0	1	1125	0	有青狼印记的铠甲	900	0	0	0	2	1	33	27	0	0	0	11	7	0	0	0	0	0	0	0	0	95	0
1112010302	精品青狼铠甲+2	24	3	0	0	1	1125	0	有青狼印记的铠甲	1000	0	0	0	2	1	36	31	0	0	0	12	8	0	0	0	0	0	0	0	0	100	0
1112010303	精品青狼铠甲+3	24	3	1	0	1	1125	0	有青狼印记的铠甲	1100	0	0	0	2	1	39	34	0	0	0	13	9	0	0	0	0	0	0	0	0	105	0
1112010304	精品青狼铠甲+4	24	3	1	0	1	1125	0	有青狼印记的铠甲	1200	5000	2000	0	2	1	42	38	0	0	0	14	10	0	0	0	0	0	0	0	0	110	0
1112010305	精品青狼铠甲+5	24	3	2	0	1	1125	0	有青狼印记的铠甲	1300	6000	2000	0	2	1	45	42	0	0	0	15	11	0	0	0	0	0	0	0	0	115	0
1112010306	精品青狼铠甲+6	24	3	2	0	1	1125	0	有青狼印记的铠甲	1400	7000	2000	0	2	1	48	45	0	0	0	16	12	0	0	0	0	0	0	0	0	120	0
1112010307	精品青狼铠甲+7	24	3	2	0	1	1125	0	有青狼印记的铠甲	1500	8000	2000	0	2	1	51	49	0	0	0	17	13	0	0	0	0	0	0	0	0	125	0
1112010308	精品青狼铠甲+8	24	3	3	0	1	1125	0	有青狼印记的铠甲	1600	9000	2000	0	2	1	54	52	0	0	0	18	14	0	0	0	0	0	0	0	0	130	0
1112010309	精品青狼铠甲+9	24	3	3	0	1	1125	0	有青狼印记的铠甲	1700	10000	2000	0	2	1	57	56	0	0	0	19	15	0	0	0	0	0	0	0	0	135	0
1112010310	精品青狼铠甲+10	24	3	4	0	1	1125	0	有青狼印记的铠甲	0	10000	2000	0	2	1	60	60	0	0	0	20	16	0	0	0	0	0	0	0	0	140	0
1112020300	极品青狼铠甲	24	3	0	0	2	1125	0	有青狼印记的铠甲	800	0	0	0	2	1	30	24	0	0	0	10	6	2	0	0	0	2	0	0	0	90	0
1112020301	极品青狼铠甲+1	24	3	0	0	2	1125	0	有青狼印记的铠甲	900	0	0	0	2	1	33	27	0	0	0	11	7	2	0	0	0	2	0	0	0	95	0
1112020302	极品青狼铠甲+2	24	3	0	0	2	1125	0	有青狼印记的铠甲	1000	0	0	0	2	1	36	31	0	0	0	12	8	2	0	0	0	2	0	0	0	100	0
1112020303	极品青狼铠甲+3	24	3	2	0	2	1125	0	有青狼印记的铠甲	1100	0	0	0	2	1	39	34	0	0	0	13	9	2	0	0	0	2	0	0	0	105	0
1112020304	极品青狼铠甲+4	24	3	2	0	2	1125	0	有青狼印记的铠甲	1200	0	0	0	2	1	42	38	0	0	0	14	10	2	0	0	0	2	0	0	0	110	0
1112020305	极品青狼铠甲+5	24	3	3	0	2	1125	0	有青狼印记的铠甲	1300	2500	2500	0	2	1	45	42	0	0	0	15	11	2	0	0	0	2	0	0	0	115	0
1112020306	极品青狼铠甲+6	24	3	3	0	2	1125	0	有青狼印记的铠甲	1400	3500	2500	0	2	1	48	45	0	0	0	16	12	2	0	0	0	2	0	0	0	120	0
1112020307	极品青狼铠甲+7	24	3	3	0	2	1125	0	有青狼印记的铠甲	1500	4500	2500	0	2	1	51	49	0	0	0	17	13	2	0	0	0	2	0	0	0	125	0
1112020308	极品青狼铠甲+8	24	3	4	0	2	1125	0	有青狼印记的铠甲	1600	5500	2500	0	2	1	54	52	0	0	0	18	14	2	0	0	0	2	0	0	0	130	0
1112020309	极品青狼铠甲+9	24	3	4	0	2	1125	0	有青狼印记的铠甲	1700	7000	2500	0	2	1	57	56	0	0	0	19	15	2	0	0	0	2	0	0	0	135	0
1112020310	极品青狼铠甲+10	24	3	5	0	2	1125	0	有青狼印记的铠甲	0	10000	2500	0	2	1	60	60	0	0	0	20	16	2	0	0	0	2	0	0	0	140	0
1112030300	完美青狼铠甲	24	3	0	0	3	240000	36	有青狼印记的铠甲	800	0	0	144	2	1	30	24	0	0	0	10	6	2	10	0	0	2	0	0	10	240	90
1112030301	完美青狼铠甲+1	24	3	0	0	3	240000	36	有青狼印记的铠甲	900	0	0	144	2	1	33	27	0	0	0	11	7	2	10	0	0	2	0	0	10	245	90
1112030302	完美青狼铠甲+2	24	3	0	0	3	240000	36	有青狼印记的铠甲	1000	0	0	144	2	1	36	31	0	0	0	12	8	2	10	0	0	2	0	0	10	250	90
1112030303	完美青狼铠甲+3	24	3	3	0	3	240000	36	有青狼印记的铠甲	1100	0	0	144	2	1	39	34	0	0	0	13	9	2	10	0	0	2	0	0	10	255	90
1112030304	完美青狼铠甲+4	24	3	3	0	3	240000	36	有青狼印记的铠甲	1200	0	0	144	2	1	42	38	0	0	0	14	10	2	10	0	0	2	0	0	10	260	90
1112030305	完美青狼铠甲+5	24	3	4	0	3	240000	36	有青狼印记的铠甲	1300	0	0	144	2	1	45	42	0	0	0	15	11	2	10	0	0	2	0	0	10	265	90
1112030306	完美青狼铠甲+6	24	3	4	0	3	240000	36	有青狼印记的铠甲	1400	0	0	144	2	1	48	45	0	0	0	16	12	2	10	0	0	2	0	0	10	270	90
1112030307	完美青狼铠甲+7	24	3	4	0	3	240000	36	有青狼印记的铠甲	1500	1000	3000	144	2	1	51	49	0	0	0	17	13	2	10	0	0	2	0	0	10	275	90
1112030308	完美青狼铠甲+8	24	3	5	0	3	240000	36	有青狼印记的铠甲	1600	2000	3000	144	2	1	54	52	0	0	0	18	14	2	10	0	0	2	0	0	10	280	90
1112030309	完美青狼铠甲+9	24	3	5	0	3	240000	36	有青狼印记的铠甲	1700	3000	3000	144	2	1	57	56	0	0	0	19	15	2	10	0	0	2	0	0	10	285	90
1112030310	完美青狼铠甲+10	24	3	6	0	3	240000	36	有青狼印记的铠甲	0	4000	3000	144	2	1	60	60	0	0	0	20	16	2	10	0	0	2	0	0	10	290	90
1112040300	神品青狼铠甲	24	3	0	0	4	400000	60	有青狼印记的铠甲	800	0	0	240	2	1	30	24	0	0	0	10	6	2	10	10	10	2	10	10	10	240	90
1112040301	神品青狼铠甲+1	24	3	0	0	4	400000	60	有青狼印记的铠甲	900	0	0	240	2	1	33	27	0	0	0	11	7	2	10	10	10	2	10	10	10	245	90
1112040302	神品青狼铠甲+2	24	3	0	0	4	400000	60	有青狼印记的铠甲	1000	0	0	240	2	1	36	31	0	0	0	12	8	2	10	10	10	2	10	10	10	250	90
1112040303	神品青狼铠甲+3	24	3	4	0	4	400000	60	有青狼印记的铠甲	1100	0	0	240	2	1	39	34	0	0	0	13	9	2	10	10	10	2	10	10	10	255	90
1112040304	神品青狼铠甲+4	24	3	4	0	4	400000	60	有青狼印记的铠甲	1200	0	0	240	2	1	42	38	0	0	0	14	10	2	10	10	10	2	10	10	10	260	90
1112040305	神品青狼铠甲+5	24	3	5	0	4	400000	60	有青狼印记的铠甲	1300	0	0	240	2	1	45	42	0	0	0	15	11	2	10	10	10	2	10	10	10	265	90
1112040306	神品青狼铠甲+6	24	3	5	0	4	400000	60	有青狼印记的铠甲	1400	0	0	240	2	1	48	45	0	0	0	16	12	2	10	10	10	2	10	10	10	270	90
1112040307	神品青狼铠甲+7	24	3	5	0	4	400000	60	有青狼印记的铠甲	1500	0	0	240	2	1	51	49	0	0	0	17	13	2	10	10	10	2	10	10	10	275	90
1112040308	神品青狼铠甲+8	24	3	6	0	4	400000	60	有青狼印记的铠甲	1600	0	0	240	2	1	54	52	0	0	0	18	14	2	10	10	10	2	10	10	10	280	90
1112040309	神品青狼铠甲+9	24	3	6	0	4	400000	60	有青狼印记的铠甲	1700	0	0	240	2	1	57	56	0	0	0	19	15	2	10	10	10	2	10	10	10	285	90
1112040310	神品青狼铠甲+10	24	3	7	0	4	400000	60	有青狼印记的铠甲	0	0	0	240	2	1	60	60	0	0	0	20	16	2	10	10	10	2	10	10	10	290	90
1112000400	光芒铠甲	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1200	0	0	0	2	1	48	37	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
1112000401	光芒铠甲+1	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1300	0	0	0	2	1	51	40	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
1112000402	光芒铠甲+2	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1400	0	3000	0	2	1	54	44	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
1112000403	光芒铠甲+3	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1500	10000	3000	0	2	1	57	48	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
1112000404	光芒铠甲+4	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1600	10000	3000	0	2	1	60	51	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
1112000405	光芒铠甲+5	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1700	10000	3000	0	2	1	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
1112000406	光芒铠甲+6	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1800	10000	3000	0	2	1	66	58	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
1112000407	光芒铠甲+7	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	1900	10000	3000	0	2	1	69	62	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
1112000408	光芒铠甲+8	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	2000	10000	3000	0	2	1	72	66	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
1112000409	光芒铠甲+9	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	2100	10000	3000	0	2	1	75	69	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
1112000410	光芒铠甲+10	36	4	0	1	0	1687	0	散发出点点光芒的铠甲	0	10000	3000	0	2	1	78	73	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0
1112010400	精品光芒铠甲	36	4	0	1	1	1687	0	散发出点点光芒的铠甲	1200	0	0	0	2	1	48	37	0	0	0	16	10	0	0	0	0	0	0	0	0	115	0
1112010401	精品光芒铠甲+1	36	4	0	1	1	1687	0	散发出点点光芒的铠甲	1300	0	0	0	2	1	51	40	0	0	0	17	11	0	0	0	0	0	0	0	0	120	0
1112010402	精品光芒铠甲+2	36	4	0	1	1	1687	0	散发出点点光芒的铠甲	1400	0	0	0	2	1	54	44	0	0	0	18	12	0	0	0	0	0	0	0	0	125	0
1112010403	精品光芒铠甲+3	36	4	1	1	1	1687	0	散发出点点光芒的铠甲	1500	0	0	0	2	1	57	48	0	0	0	19	13	0	0	0	0	0	0	0	0	130	0
1112010404	精品光芒铠甲+4	36	4	1	1	1	1687	0	散发出点点光芒的铠甲	1600	5000	4000	0	2	1	60	51	0	0	0	20	14	0	0	0	0	0	0	0	0	135	0
1112010405	精品光芒铠甲+5	36	4	2	1	1	1687	0	散发出点点光芒的铠甲	1700	6000	4000	0	2	1	63	55	0	0	0	21	15	0	0	0	0	0	0	0	0	140	0
1112010406	精品光芒铠甲+6	36	4	2	1	1	1687	0	散发出点点光芒的铠甲	1800	7000	4000	0	2	1	66	58	0	0	0	22	16	0	0	0	0	0	0	0	0	145	0
1112010407	精品光芒铠甲+7	36	4	2	1	1	1687	0	散发出点点光芒的铠甲	1900	8000	4000	0	2	1	69	62	0	0	0	23	17	0	0	0	0	0	0	0	0	150	0
1112010408	精品光芒铠甲+8	36	4	3	1	1	1687	0	散发出点点光芒的铠甲	2000	9000	4000	0	2	1	72	66	0	0	0	24	18	0	0	0	0	0	0	0	0	155	0
1112010409	精品光芒铠甲+9	36	4	3	1	1	1687	0	散发出点点光芒的铠甲	2100	10000	4000	0	2	1	75	69	0	0	0	25	19	0	0	0	0	0	0	0	0	160	0
1112010410	精品光芒铠甲+10	36	4	4	1	1	1687	0	散发出点点光芒的铠甲	0	10000	4000	0	2	1	78	73	0	0	0	26	20	0	0	0	0	0	0	0	0	165	0
1112020400	极品光芒铠甲	36	4	0	1	2	1687	0	散发出点点光芒的铠甲	1200	0	0	0	2	1	48	37	0	0	0	16	10	2	0	0	0	2	0	0	0	115	0
1112020401	极品光芒铠甲+1	36	4	0	1	2	1687	0	散发出点点光芒的铠甲	1300	0	0	0	2	1	51	40	0	0	0	17	11	2	0	0	0	2	0	0	0	120	0
1112020402	极品光芒铠甲+2	36	4	0	1	2	1687	0	散发出点点光芒的铠甲	1400	0	0	0	2	1	54	44	0	0	0	18	12	2	0	0	0	2	0	0	0	125	0
