编号	名字	等级需求	光影等级	图标	品质	金币	元宝	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	装备类型	物理防御	魔法防御	闪避	移动时间增加	格档	附加物理防御	附加魔法防御	物防加成（等级）	物防加成（强壮）	物防加成（敏捷）	物防加成（智慧）	魔防加成（等级）	魔防加成（强壮）	魔防加成（敏捷）	魔防加成（智慧）	附加生命上限	附加魔法上限
1121000207	兽皮帽+7	12	0	2	0	500	0	动物皮所制成的帽子	1200	10000	500	0	1	2	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000208	兽皮帽+8	12	0	2	0	500	0	动物皮所制成的帽子	1300	10000	500	0	1	2	23	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000209	兽皮帽+9	12	0	2	0	500	0	动物皮所制成的帽子	1400	10000	500	0	1	2	25	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000210	兽皮帽+10	12	0	2	0	500	0	动物皮所制成的帽子	0	10000	500	0	1	2	27	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121010200	精品兽皮帽	12	0	2	1	500	0	动物皮所制成的帽子	500	0	0	0	1	2	7	10	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
1121010201	精品兽皮帽+1	12	0	2	1	500	0	动物皮所制成的帽子	600	0	0	0	1	2	9	12	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0
1121010202	精品兽皮帽+2	12	0	2	1	500	0	动物皮所制成的帽子	700	0	0	0	1	2	11	14	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0
1121010203	精品兽皮帽+3	12	1	2	1	500	0	动物皮所制成的帽子	800	0	0	0	1	2	13	16	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0
1121010204	精品兽皮帽+4	12	1	2	1	500	0	动物皮所制成的帽子	900	5000	1000	0	1	2	15	18	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0
1121010205	精品兽皮帽+5	12	2	2	1	500	0	动物皮所制成的帽子	1000	6000	1000	0	1	2	17	20	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0
1121010206	精品兽皮帽+6	12	2	2	1	500	0	动物皮所制成的帽子	1100	7000	1000	0	1	2	19	22	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0
1121010207	精品兽皮帽+7	12	2	2	1	500	0	动物皮所制成的帽子	1200	8000	1000	0	1	2	21	24	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0
1121010208	精品兽皮帽+8	12	3	2	1	500	0	动物皮所制成的帽子	1300	9000	1000	0	1	2	23	26	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0
1121010209	精品兽皮帽+9	12	3	2	1	500	0	动物皮所制成的帽子	1400	10000	1000	0	1	2	25	28	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0
1121010210	精品兽皮帽+10	12	4	2	1	500	0	动物皮所制成的帽子	0	10000	1000	0	1	2	27	30	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0
1121020200	极品兽皮帽	12	0	2	2	500	0	动物皮所制成的帽子	500	0	0	0	1	2	7	10	0	0	0	2	3	2	0	0	0	2	0	0	0	0	0
1121020201	极品兽皮帽+1	12	0	2	2	500	0	动物皮所制成的帽子	600	0	0	0	1	2	9	12	0	0	0	3	4	2	0	0	0	2	0	0	0	0	0
1121020202	极品兽皮帽+2	12	0	2	2	500	0	动物皮所制成的帽子	700	0	0	0	1	2	11	14	0	0	0	3	4	2	0	0	0	2	0	0	0	0	0
1121020203	极品兽皮帽+3	12	2	2	2	500	0	动物皮所制成的帽子	800	0	0	0	1	2	13	16	0	0	0	4	5	2	0	0	0	2	0	0	0	0	0
1121020204	极品兽皮帽+4	12	2	2	2	500	0	动物皮所制成的帽子	900	0	0	0	1	2	15	18	0	0	0	5	6	2	0	0	0	2	0	0	0	0	0
1121020205	极品兽皮帽+5	12	3	2	2	500	0	动物皮所制成的帽子	1000	2500	1500	0	1	2	17	20	0	0	0	5	6	2	0	0	0	2	0	0	0	0	0
1121020206	极品兽皮帽+6	12	3	2	2	500	0	动物皮所制成的帽子	1100	3500	1500	0	1	2	19	22	0	0	0	6	7	2	0	0	0	2	0	0	0	0	0
1121020207	极品兽皮帽+7	12	3	2	2	500	0	动物皮所制成的帽子	1200	4500	1500	0	1	2	21	24	0	0	0	7	8	2	0	0	0	2	0	0	0	0	0
1121020208	极品兽皮帽+8	12	4	2	2	500	0	动物皮所制成的帽子	1300	5500	1500	0	1	2	23	26	0	0	0	7	8	2	0	0	0	2	0	0	0	0	0
1121020209	极品兽皮帽+9	12	4	2	2	500	0	动物皮所制成的帽子	1400	7000	1500	0	1	2	25	28	0	0	0	8	9	2	0	0	0	2	0	0	0	0	0
1121020210	极品兽皮帽+10	12	5	2	2	500	0	动物皮所制成的帽子	0	10000	1500	0	1	2	27	30	0	0	0	9	10	2	0	0	0	2	0	0	0	0	0
1121030200	完美兽皮帽	12	0	2	3	84000	17	动物皮所制成的帽子	500	0	0	33	1	2	7	10	0	0	0	2	3	2	0	0	10	2	0	0	10	30	50
1121030201	完美兽皮帽+1	12	0	2	3	84000	17	动物皮所制成的帽子	600	0	0	33	1	2	9	12	0	0	0	3	4	2	0	0	10	2	0	0	10	35	50
1121030202	完美兽皮帽+2	12	0	2	3	84000	17	动物皮所制成的帽子	700	0	0	33	1	2	11	14	0	0	0	3	4	2	0	0	10	2	0	0	10	40	50
1121030203	完美兽皮帽+3	12	3	2	3	84000	17	动物皮所制成的帽子	800	0	0	33	1	2	13	16	0	0	0	4	5	2	0	0	10	2	0	0	10	45	50
1121030204	完美兽皮帽+4	12	3	2	3	84000	17	动物皮所制成的帽子	900	0	0	33	1	2	15	18	0	0	0	5	6	2	0	0	10	2	0	0	10	50	50
1121030205	完美兽皮帽+5	12	4	2	3	84000	17	动物皮所制成的帽子	1000	0	0	33	1	2	17	20	0	0	0	5	6	2	0	0	10	2	0	0	10	55	50
1121030206	完美兽皮帽+6	12	4	2	3	84000	17	动物皮所制成的帽子	1100	0	0	33	1	2	19	22	0	0	0	6	7	2	0	0	10	2	0	0	10	60	50
1121030207	完美兽皮帽+7	12	4	2	3	84000	17	动物皮所制成的帽子	1200	1000	2000	33	1	2	21	24	0	0	0	7	8	2	0	0	10	2	0	0	10	65	50
1121030208	完美兽皮帽+8	12	5	2	3	84000	17	动物皮所制成的帽子	1300	1100	2000	33	1	2	23	26	0	0	0	7	8	2	0	0	10	2	0	0	10	70	50
1121030209	完美兽皮帽+9	12	5	2	3	84000	17	动物皮所制成的帽子	1400	1200	2000	33	1	2	25	28	0	0	0	8	9	2	0	0	10	2	0	0	10	75	50
1121030210	完美兽皮帽+10	12	6	2	3	84000	17	动物皮所制成的帽子	0	1300	2000	33	1	2	27	30	0	0	0	9	10	2	0	0	10	2	0	0	10	80	50
1121040200	神品兽皮帽	12	0	2	4	140000	28	动物皮所制成的帽子	500	0	0	56	1	2	7	10	0	0	0	2	3	2	10	10	10	2	10	10	10	30	50
1121040201	神品兽皮帽+1	12	0	2	4	140000	28	动物皮所制成的帽子	600	0	0	56	1	2	9	12	0	0	0	3	4	2	10	10	10	2	10	10	10	35	50
1121040202	神品兽皮帽+2	12	0	2	4	140000	28	动物皮所制成的帽子	700	0	0	56	1	2	11	14	0	0	0	3	4	2	10	10	10	2	10	10	10	40	50
1121040203	神品兽皮帽+3	12	4	2	4	140000	28	动物皮所制成的帽子	800	0	0	56	1	2	13	16	0	0	0	4	5	2	10	10	10	2	10	10	10	45	50
1121040204	神品兽皮帽+4	12	4	2	4	140000	28	动物皮所制成的帽子	900	0	0	56	1	2	15	18	0	0	0	5	6	2	10	10	10	2	10	10	10	50	50
1121040205	神品兽皮帽+5	12	5	2	4	140000	28	动物皮所制成的帽子	1000	0	0	56	1	2	17	20	0	0	0	5	6	2	10	10	10	2	10	10	10	55	50
1121040206	神品兽皮帽+6	12	5	2	4	140000	28	动物皮所制成的帽子	1100	0	0	56	1	2	19	22	0	0	0	6	7	2	10	10	10	2	10	10	10	60	50
1121040207	神品兽皮帽+7	12	5	2	4	140000	28	动物皮所制成的帽子	1200	0	0	56	1	2	21	24	0	0	0	7	8	2	10	10	10	2	10	10	10	65	50
1121040208	神品兽皮帽+8	12	6	2	4	140000	28	动物皮所制成的帽子	1300	0	0	56	1	2	23	26	0	0	0	7	8	2	10	10	10	2	10	10	10	70	50
1121040209	神品兽皮帽+9	12	6	2	4	140000	28	动物皮所制成的帽子	1400	0	0	56	1	2	25	28	0	0	0	8	9	2	10	10	10	2	10	10	10	75	50
1121040210	神品兽皮帽+10	12	7	2	4	140000	28	动物皮所制成的帽子	0	0	0	56	1	2	27	30	0	0	0	9	10	2	10	10	10	2	10	10	10	80	50
1121000300	密法帽	24	0	3	0	750	0	具有神秘特性的帽子	800	0	0	0	1	2	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000301	密法帽+1	24	0	3	0	750	0	具有神秘特性的帽子	900	0	0	0	1	2	18	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000302	密法帽+2	24	0	3	0	750	0	具有神秘特性的帽子	1000	0	0	0	1	2	21	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000303	密法帽+3	24	0	3	0	750	0	具有神秘特性的帽子	1100	10000	1500	0	1	2	24	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000304	密法帽+4	24	0	3	0	750	0	具有神秘特性的帽子	1200	10000	1500	0	1	2	27	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000305	密法帽+5	24	0	3	0	750	0	具有神秘特性的帽子	1300	10000	1500	0	1	2	30	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000306	密法帽+6	24	0	3	0	750	0	具有神秘特性的帽子	1400	10000	1500	0	1	2	33	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000307	密法帽+7	24	0	3	0	750	0	具有神秘特性的帽子	1500	10000	1500	0	1	2	36	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000308	密法帽+8	24	0	3	0	750	0	具有神秘特性的帽子	1600	10000	1500	0	1	2	39	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000309	密法帽+9	24	0	3	0	750	0	具有神秘特性的帽子	1700	10000	1500	0	1	2	42	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000310	密法帽+10	24	0	3	0	750	0	具有神秘特性的帽子	0	10000	1500	0	1	2	45	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121010300	精品密法帽	24	0	3	1	750	0	具有神秘特性的帽子	800	0	0	0	1	2	15	20	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0
1121010301	精品密法帽+1	24	0	3	1	750	0	具有神秘特性的帽子	900	0	0	0	1	2	18	23	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0
1121010302	精品密法帽+2	24	0	3	1	750	0	具有神秘特性的帽子	1000	0	0	0	1	2	21	26	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0
1121010303	精品密法帽+3	24	1	3	1	750	0	具有神秘特性的帽子	1100	0	0	0	1	2	24	29	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0
1121010304	精品密法帽+4	24	1	3	1	750	0	具有神秘特性的帽子	1200	5000	2000	0	1	2	27	32	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0
1121010305	精品密法帽+5	24	2	3	1	750	0	具有神秘特性的帽子	1300	6000	2000	0	1	2	30	35	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0
1121010306	精品密法帽+6	24	2	3	1	750	0	具有神秘特性的帽子	1400	7000	2000	0	1	2	33	38	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0
1121010307	精品密法帽+7	24	2	3	1	750	0	具有神秘特性的帽子	1500	8000	2000	0	1	2	36	41	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0
1121010308	精品密法帽+8	24	3	3	1	750	0	具有神秘特性的帽子	1600	9000	2000	0	1	2	39	44	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0
1121010309	精品密法帽+9	24	3	3	1	750	0	具有神秘特性的帽子	1700	10000	2000	0	1	2	42	47	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0
1121010310	精品密法帽+10	24	4	3	1	750	0	具有神秘特性的帽子	0	10000	2000	0	1	2	45	50	0	0	0	15	16	0	0	0	0	0	0	0	0	0	0
1121020300	极品密法帽	24	0	3	2	750	0	具有神秘特性的帽子	800	0	0	0	1	2	15	20	0	0	0	5	6	2	0	0	0	2	0	0	0	0	0
1121020301	极品密法帽+1	24	0	3	2	750	0	具有神秘特性的帽子	900	0	0	0	1	2	18	23	0	0	0	6	7	2	0	0	0	2	0	0	0	0	0
1121020302	极品密法帽+2	24	0	3	2	750	0	具有神秘特性的帽子	1000	0	0	0	1	2	21	26	0	0	0	7	8	2	0	0	0	2	0	0	0	0	0
1121020303	极品密法帽+3	24	2	3	2	750	0	具有神秘特性的帽子	1100	0	0	0	1	2	24	29	0	0	0	8	9	2	0	0	0	2	0	0	0	0	0
1121020304	极品密法帽+4	24	2	3	2	750	0	具有神秘特性的帽子	1200	0	0	0	1	2	27	32	0	0	0	9	10	2	0	0	0	2	0	0	0	0	0
1121020305	极品密法帽+5	24	3	3	2	750	0	具有神秘特性的帽子	1300	2500	2500	0	1	2	30	35	0	0	0	10	11	2	0	0	0	2	0	0	0	0	0
1121020306	极品密法帽+6	24	3	3	2	750	0	具有神秘特性的帽子	1400	3500	2500	0	1	2	33	38	0	0	0	11	12	2	0	0	0	2	0	0	0	0	0
1121020307	极品密法帽+7	24	3	3	2	750	0	具有神秘特性的帽子	1500	4500	2500	0	1	2	36	41	0	0	0	12	13	2	0	0	0	2	0	0	0	0	0
1121020308	极品密法帽+8	24	4	3	2	750	0	具有神秘特性的帽子	1600	5500	2500	0	1	2	39	44	0	0	0	13	14	2	0	0	0	2	0	0	0	0	0
1121020309	极品密法帽+9	24	4	3	2	750	0	具有神秘特性的帽子	1700	7000	2500	0	1	2	42	47	0	0	0	14	15	2	0	0	0	2	0	0	0	0	0
1121020310	极品密法帽+10	24	5	3	2	750	0	具有神秘特性的帽子	0	10000	2500	0	1	2	45	50	0	0	0	15	16	2	0	0	0	2	0	0	0	0	0
1121030300	完美密法帽	24	0	3	3	168000	25	具有神秘特性的帽子	800	0	0	100	1	2	15	20	0	0	0	5	6	2	0	0	10	2	0	0	10	60	100
1121030301	完美密法帽+1	24	0	3	3	168000	25	具有神秘特性的帽子	900	0	0	100	1	2	18	23	0	0	0	6	7	2	0	0	10	2	0	0	10	65	100
1121030302	完美密法帽+2	24	0	3	3	168000	25	具有神秘特性的帽子	1000	0	0	100	1	2	21	26	0	0	0	7	8	2	0	0	10	2	0	0	10	70	100
1121030303	完美密法帽+3	24	3	3	3	168000	25	具有神秘特性的帽子	1100	0	0	100	1	2	24	29	0	0	0	8	9	2	0	0	10	2	0	0	10	75	100
1121030304	完美密法帽+4	24	3	3	3	168000	25	具有神秘特性的帽子	1200	0	0	100	1	2	27	32	0	0	0	9	10	2	0	0	10	2	0	0	10	80	100
1121030305	完美密法帽+5	24	4	3	3	168000	25	具有神秘特性的帽子	1300	0	0	100	1	2	30	35	0	0	0	10	11	2	0	0	10	2	0	0	10	85	100
1121030306	完美密法帽+6	24	4	3	3	168000	25	具有神秘特性的帽子	1400	0	0	100	1	2	33	38	0	0	0	11	12	2	0	0	10	2	0	0	10	90	100
1121030307	完美密法帽+7	24	4	3	3	168000	25	具有神秘特性的帽子	1500	1000	3000	100	1	2	36	41	0	0	0	12	13	2	0	0	10	2	0	0	10	95	100
1121030308	完美密法帽+8	24	5	3	3	168000	25	具有神秘特性的帽子	1600	2000	3000	100	1	2	39	44	0	0	0	13	14	2	0	0	10	2	0	0	10	100	100
1121030309	完美密法帽+9	24	5	3	3	168000	25	具有神秘特性的帽子	1700	3000	3000	100	1	2	42	47	0	0	0	14	15	2	0	0	10	2	0	0	10	105	100
1121030310	完美密法帽+10	24	6	3	3	168000	25	具有神秘特性的帽子	0	4000	3000	100	1	2	45	50	0	0	0	15	16	2	0	0	10	2	0	0	10	110	100
1121040300	神品密法帽	24	0	3	4	280000	42	具有神秘特性的帽子	800	0	0	168	1	2	15	20	0	0	0	5	6	2	10	10	10	2	10	10	10	60	100
1121040301	神品密法帽+1	24	0	3	4	280000	42	具有神秘特性的帽子	900	0	0	168	1	2	18	23	0	0	0	6	7	2	10	10	10	2	10	10	10	65	100
1121040302	神品密法帽+2	24	0	3	4	280000	42	具有神秘特性的帽子	1000	0	0	168	1	2	21	26	0	0	0	7	8	2	10	10	10	2	10	10	10	70	100
1121040303	神品密法帽+3	24	4	3	4	280000	42	具有神秘特性的帽子	1100	0	0	168	1	2	24	29	0	0	0	8	9	2	10	10	10	2	10	10	10	75	100
1121040304	神品密法帽+4	24	4	3	4	280000	42	具有神秘特性的帽子	1200	0	0	168	1	2	27	32	0	0	0	9	10	2	10	10	10	2	10	10	10	80	100
1121040305	神品密法帽+5	24	5	3	4	280000	42	具有神秘特性的帽子	1300	0	0	168	1	2	30	35	0	0	0	10	11	2	10	10	10	2	10	10	10	85	100
1121040306	神品密法帽+6	24	5	3	4	280000	42	具有神秘特性的帽子	1400	0	0	168	1	2	33	38	0	0	0	11	12	2	10	10	10	2	10	10	10	90	100
1121040307	神品密法帽+7	24	5	3	4	280000	42	具有神秘特性的帽子	1500	0	0	168	1	2	36	41	0	0	0	12	13	2	10	10	10	2	10	10	10	95	100
1121040308	神品密法帽+8	24	6	3	4	280000	42	具有神秘特性的帽子	1600	0	0	168	1	2	39	44	0	0	0	13	14	2	10	10	10	2	10	10	10	100	100
1121040309	神品密法帽+9	24	6	3	4	280000	42	具有神秘特性的帽子	1700	0	0	168	1	2	42	47	0	0	0	14	15	2	10	10	10	2	10	10	10	105	100
1121040310	神品密法帽+10	24	7	3	4	280000	42	具有神秘特性的帽子	0	0	0	168	1	2	45	50	0	0	0	15	16	2	10	10	10	2	10	10	10	110	100
1121000400	繁星帽	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1200	0	0	0	1	2	23	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000401	繁星帽+1	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1300	0	0	0	1	2	26	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000402	繁星帽+2	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1400	0	3000	0	1	2	29	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000403	繁星帽+3	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1500	10000	3000	0	1	2	32	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000404	繁星帽+4	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1600	10000	3000	0	1	2	35	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000405	繁星帽+5	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1700	10000	3000	0	1	2	38	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000406	繁星帽+6	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1800	10000	3000	0	1	2	41	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000407	繁星帽+7	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	1900	10000	3000	0	1	2	44	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000408	繁星帽+8	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	2000	10000	3000	0	1	2	47	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000409	繁星帽+9	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	2100	10000	3000	0	1	2	50	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121000410	繁星帽+10	36	0	4	0	1125	0	镶嵌着颗颗宝石的帽子	0	10000	3000	0	1	2	53	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121010400	精品繁星帽	36	0	4	1	1125	0	镶嵌着颗颗宝石的帽子	1200	0	0	0	1	2	23	34	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0
1121010401	精品繁星帽+1	36	0	4	1	1125	0	镶嵌着颗颗宝石的帽子	1300	0	0	0	1	2	26	37	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0
1121010402	精品繁星帽+2	36	0	4	1	1125	0	镶嵌着颗颗宝石的帽子	1400	0	0	0	1	2	29	40	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0
1121010403	精品繁星帽+3	36	1	4	1	1125	0	镶嵌着颗颗宝石的帽子	1500	0	0	0	1	2	32	43	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0
1121010404	精品繁星帽+4	36	1	4	1	1125	0	镶嵌着颗颗宝石的帽子	1600	5000	4000	0	1	2	35	46	0	0	0	11	15	0	0	0	0	0	0	0	0	0	0
1121010405	精品繁星帽+5	36	2	4	1	1125	0	镶嵌着颗颗宝石的帽子	1700	6000	4000	0	1	2	38	49	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0
1121010406	精品繁星帽+6	36	2	4	1	1125	0	镶嵌着颗颗宝石的帽子	1800	7000	4000	0	1	2	41	52	0	0	0	13	17	0	0	0	0	0	0	0	0	0	0
1121010407	精品繁星帽+7	36	2	4	1	1125	0	镶嵌着颗颗宝石的帽子	1900	8000	4000	0	1	2	44	55	0	0	0	14	18	0	0	0	0	0	0	0	0	0	0
1121010408	精品繁星帽+8	36	3	4	1	1125	0	镶嵌着颗颗宝石的帽子	2000	9000	4000	0	1	2	47	58	0	0	0	15	19	0	0	0	0	0	0	0	0	0	0
1121010409	精品繁星帽+9	36	3	4	1	1125	0	镶嵌着颗颗宝石的帽子	2100	10000	4000	0	1	2	50	61	0	0	0	16	20	0	0	0	0	0	0	0	0	0	0
1121010410	精品繁星帽+10	36	4	4	1	1125	0	镶嵌着颗颗宝石的帽子	0	10000	4000	0	1	2	53	64	0	0	0	17	21	0	0	0	0	0	0	0	0	0	0
1121020400	极品繁星帽	36	0	4	2	1125	0	镶嵌着颗颗宝石的帽子	1200	0	0	0	1	2	23	34	0	0	0	7	11	2	0	0	0	2	0	0	0	0	0
1121020401	极品繁星帽+1	36	0	4	2	1125	0	镶嵌着颗颗宝石的帽子	1300	0	0	0	1	2	26	37	0	0	0	8	12	2	0	0	0	2	0	0	0	0	0
1121020402	极品繁星帽+2	36	0	4	2	1125	0	镶嵌着颗颗宝石的帽子	1400	0	0	0	1	2	29	40	0	0	0	9	13	2	0	0	0	2	0	0	0	0	0
1121020403	极品繁星帽+3	36	2	4	2	1125	0	镶嵌着颗颗宝石的帽子	1500	0	0	0	1	2	32	43	0	0	0	10	14	2	0	0	0	2	0	0	0	0	0
1121020404	极品繁星帽+4	36	2	4	2	1125	0	镶嵌着颗颗宝石的帽子	1600	0	0	0	1	2	35	46	0	0	0	11	15	2	0	0	0	2	0	0	0	0	0
1121020405	极品繁星帽+5	36	3	4	2	1125	0	镶嵌着颗颗宝石的帽子	1700	1000	5000	0	1	2	38	49	0	0	0	12	16	2	0	0	0	2	0	0	0	0	0
1121020406	极品繁星帽+6	36	3	4	2	1125	0	镶嵌着颗颗宝石的帽子	1800	2000	5000	0	1	2	41	52	0	0	0	13	17	2	0	0	0	2	0	0	0	0	0
1121020407	极品繁星帽+7	36	3	4	2	1125	0	镶嵌着颗颗宝石的帽子	1900	3500	5000	0	1	2	44	55	0	0	0	14	18	2	0	0	0	2	0	0	0	0	0
1121020408	极品繁星帽+8	36	4	4	2	1125	0	镶嵌着颗颗宝石的帽子	2000	5000	5000	0	1	2	47	58	0	0	0	15	19	2	0	0	0	2	0	0	0	0	0
1121020409	极品繁星帽+9	36	4	4	2	1125	0	镶嵌着颗颗宝石的帽子	2100	7000	5000	0	1	2	50	61	0	0	0	16	20	2	0	0	0	2	0	0	0	0	0
