编号	名字	等级需求	光影等级	图标	品质	金币	元宝	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	装备类型	物理防御	魔法防御	闪避	移动时间增加	格档	附加物理防御	附加魔法防御	物防加成（等级）	物防加成（强壮）	物防加成（敏捷）	物防加成（智慧）	魔防加成（等级）	魔防加成（强壮）	魔防加成（敏捷）	魔防加成（智慧）	附加生命上限	附加魔法上限
1140020207	极品轻型小盾·游侠+7	12	3	1	2	500	0	一般士兵所用的盾牌	1200	4500	1500	0	0	4	19	19	0	0	1	6	6	2	0	0	0	0	0	0	0	95	0
1140020208	极品轻型小盾·游侠+8	12	4	1	2	500	0	一般士兵所用的盾牌	1300	5500	1500	0	0	4	21	21	0	0	1	7	7	2	0	0	0	0	0	0	0	100	0
1140020209	极品轻型小盾·游侠+9	12	4	1	2	500	0	一般士兵所用的盾牌	1400	7000	1500	0	0	4	23	23	0	0	1	7	7	2	0	0	0	0	0	0	0	105	0
1140020210	极品轻型小盾·游侠+10	12	5	1	2	500	0	一般士兵所用的盾牌	0	10000	1500	0	0	4	25	25	0	0	1	8	8	2	0	0	0	0	0	0	0	110	0
1140030200	完美轻型小盾·游侠	12	0	1	3	84000	0	一般士兵所用的盾牌	500	0	0	33	0	4	5	5	0	0	1	1	1	2	10	0	0	0	0	0	0	160	60
1140030201	完美轻型小盾·游侠+1	12	0	1	3	84000	0	一般士兵所用的盾牌	600	0	0	33	0	4	7	7	0	0	1	2	2	2	10	0	0	0	0	0	0	165	60
1140030202	完美轻型小盾·游侠+2	12	0	1	3	84000	0	一般士兵所用的盾牌	700	0	0	33	0	4	9	9	0	0	1	3	3	2	10	0	0	0	0	0	0	170	60
1140030203	完美轻型小盾·游侠+3	12	3	1	3	84000	0	一般士兵所用的盾牌	800	0	0	33	0	4	11	11	0	0	1	3	3	2	10	0	0	0	0	0	0	175	60
1140030204	完美轻型小盾·游侠+4	12	3	1	3	84000	0	一般士兵所用的盾牌	900	0	0	33	0	4	13	13	0	0	1	4	4	2	10	0	0	0	0	0	0	180	60
1140030205	完美轻型小盾·游侠+5	12	4	1	3	84000	0	一般士兵所用的盾牌	1000	0	0	33	0	4	15	15	0	0	1	5	5	2	10	0	0	0	0	0	0	185	60
1140030206	完美轻型小盾·游侠+6	12	4	1	3	84000	0	一般士兵所用的盾牌	1100	0	0	33	0	4	17	17	0	0	1	5	5	2	10	0	0	0	0	0	0	190	60
1140030207	完美轻型小盾·游侠+7	12	4	1	3	84000	0	一般士兵所用的盾牌	1200	1000	2000	33	0	4	19	19	0	0	1	6	6	2	10	0	0	0	0	0	0	195	60
1140030208	完美轻型小盾·游侠+8	12	5	1	3	84000	0	一般士兵所用的盾牌	1300	1100	2000	33	0	4	21	21	0	0	1	7	7	2	10	0	0	0	0	0	0	200	60
1140030209	完美轻型小盾·游侠+9	12	5	1	3	84000	0	一般士兵所用的盾牌	1400	1200	2000	33	0	4	23	23	0	0	1	7	7	2	10	0	0	0	0	0	0	205	60
1140030210	完美轻型小盾·游侠+10	12	6	1	3	84000	0	一般士兵所用的盾牌	0	1300	2000	33	0	4	25	25	0	0	1	8	8	2	10	0	0	0	0	0	0	210	60
1140040200	神品轻型小盾·游侠	12	0	1	4	140000	0	一般士兵所用的盾牌	500	0	0	56	0	4	5	5	0	0	1	1	1	2	10	10	10	0	0	0	0	160	60
1140040201	神品轻型小盾·游侠+1	12	0	1	4	140000	0	一般士兵所用的盾牌	600	0	0	56	0	4	7	7	0	0	1	2	2	2	10	10	10	0	0	0	0	165	60
1140040202	神品轻型小盾·游侠+2	12	0	1	4	140000	0	一般士兵所用的盾牌	700	0	0	56	0	4	9	9	0	0	1	3	3	2	10	10	10	0	0	0	0	170	60
1140040203	神品轻型小盾·游侠+3	12	4	1	4	140000	0	一般士兵所用的盾牌	800	0	0	56	0	4	11	11	0	0	1	3	3	2	10	10	10	0	0	0	0	175	60
1140040204	神品轻型小盾·游侠+4	12	4	1	4	140000	0	一般士兵所用的盾牌	900	0	0	56	0	4	13	13	0	0	1	4	4	2	10	10	10	0	0	0	0	180	60
1140040205	神品轻型小盾·游侠+5	12	5	1	4	140000	0	一般士兵所用的盾牌	1000	0	0	56	0	4	15	15	0	0	1	5	5	2	10	10	10	0	0	0	0	185	60
1140040206	神品轻型小盾·游侠+6	12	5	1	4	140000	0	一般士兵所用的盾牌	1100	0	0	56	0	4	17	17	0	0	1	5	5	2	10	10	10	0	0	0	0	190	60
1140040207	神品轻型小盾·游侠+7	12	5	1	4	140000	0	一般士兵所用的盾牌	1200	0	0	56	0	4	19	19	0	0	1	6	6	2	10	10	10	0	0	0	0	195	60
1140040208	神品轻型小盾·游侠+8	12	6	1	4	140000	0	一般士兵所用的盾牌	1300	0	0	56	0	4	21	21	0	0	1	7	7	2	10	10	10	0	0	0	0	200	60
1140040209	神品轻型小盾·游侠+9	12	6	1	4	140000	0	一般士兵所用的盾牌	1400	0	0	56	0	4	23	23	0	0	1	7	7	2	10	10	10	0	0	0	0	205	60
1140040210	神品轻型小盾·游侠+10	12	7	1	4	140000	0	一般士兵所用的盾牌	0	0	0	56	0	4	25	25	0	0	1	8	8	2	10	10	10	0	0	0	0	210	60
1140000300	玄铁盾·游侠	24	0	2	0	750	0	玄铁打造而成的盾牌	800	0	0	0	0	4	10	10	0	0	4	0	0	0	0	0	0	0	0	0	0	90	0
1140000301	玄铁盾·游侠+1	24	0	2	0	750	0	玄铁打造而成的盾牌	900	0	0	0	0	4	13	13	0	0	4	0	0	0	0	0	0	0	0	0	0	95	0
1140000302	玄铁盾·游侠+2	24	0	2	0	750	0	玄铁打造而成的盾牌	1000	0	0	0	0	4	16	16	0	0	4	0	0	0	0	0	0	0	0	0	0	100	0
1140000303	玄铁盾·游侠+3	24	0	2	0	750	0	玄铁打造而成的盾牌	1100	10000	1500	0	0	4	19	19	0	0	4	0	0	0	0	0	0	0	0	0	0	105	0
1140000304	玄铁盾·游侠+4	24	0	2	0	750	0	玄铁打造而成的盾牌	1200	10000	1500	0	0	4	22	22	0	0	4	0	0	0	0	0	0	0	0	0	0	110	0
1140000305	玄铁盾·游侠+5	24	0	2	0	750	0	玄铁打造而成的盾牌	1300	10000	1500	0	0	4	25	25	0	0	4	0	0	0	0	0	0	0	0	0	0	115	0
1140000306	玄铁盾·游侠+6	24	0	2	0	750	0	玄铁打造而成的盾牌	1400	10000	1500	0	0	4	28	28	0	0	4	0	0	0	0	0	0	0	0	0	0	120	0
1140000307	玄铁盾·游侠+7	24	0	2	0	750	0	玄铁打造而成的盾牌	1500	10000	1500	0	0	4	31	31	0	0	4	0	0	0	0	0	0	0	0	0	0	125	0
1140000308	玄铁盾·游侠+8	24	0	2	0	750	0	玄铁打造而成的盾牌	1600	10000	1500	0	0	4	34	34	0	0	4	0	0	0	0	0	0	0	0	0	0	130	0
1140000309	玄铁盾·游侠+9	24	0	2	0	750	0	玄铁打造而成的盾牌	1700	10000	1500	0	0	4	37	37	0	0	4	0	0	0	0	0	0	0	0	0	0	135	0
1140000310	玄铁盾·游侠+10	24	0	2	0	750	0	玄铁打造而成的盾牌	0	10000	1500	0	0	4	40	40	0	0	4	0	0	0	0	0	0	0	0	0	0	140	0
1140010300	精品玄铁盾·游侠	24	0	2	1	750	0	玄铁打造而成的盾牌	800	0	0	0	0	4	10	10	0	0	4	3	3	0	0	0	0	0	0	0	0	90	0
1140010301	精品玄铁盾·游侠+1	24	0	2	1	750	0	玄铁打造而成的盾牌	900	0	0	0	0	4	13	13	0	0	4	4	4	0	0	0	0	0	0	0	0	95	0
1140010302	精品玄铁盾·游侠+2	24	0	2	1	750	0	玄铁打造而成的盾牌	1000	0	0	0	0	4	16	16	0	0	4	5	5	0	0	0	0	0	0	0	0	100	0
1140010303	精品玄铁盾·游侠+3	24	1	2	1	750	0	玄铁打造而成的盾牌	1100	0	0	0	0	4	19	19	0	0	4	6	6	0	0	0	0	0	0	0	0	105	0
1140010304	精品玄铁盾·游侠+4	24	1	2	1	750	0	玄铁打造而成的盾牌	1200	5000	2000	0	0	4	22	22	0	0	4	7	7	0	0	0	0	0	0	0	0	110	0
1140010305	精品玄铁盾·游侠+5	24	2	2	1	750	0	玄铁打造而成的盾牌	1300	6000	2000	0	0	4	25	25	0	0	4	8	8	0	0	0	0	0	0	0	0	115	0
1140010306	精品玄铁盾·游侠+6	24	2	2	1	750	0	玄铁打造而成的盾牌	1400	7000	2000	0	0	4	28	28	0	0	4	9	9	0	0	0	0	0	0	0	0	120	0
1140010307	精品玄铁盾·游侠+7	24	2	2	1	750	0	玄铁打造而成的盾牌	1500	8000	2000	0	0	4	31	31	0	0	4	10	10	0	0	0	0	0	0	0	0	125	0
1140010308	精品玄铁盾·游侠+8	24	3	2	1	750	0	玄铁打造而成的盾牌	1600	9000	2000	0	0	4	34	34	0	0	4	11	11	0	0	0	0	0	0	0	0	130	0
1140010309	精品玄铁盾·游侠+9	24	3	2	1	750	0	玄铁打造而成的盾牌	1700	10000	2000	0	0	4	37	37	0	0	4	12	12	0	0	0	0	0	0	0	0	135	0
1140010310	精品玄铁盾·游侠+10	24	4	2	1	750	0	玄铁打造而成的盾牌	0	10000	2000	0	0	4	40	40	0	0	4	13	13	0	0	0	0	0	0	0	0	140	0
1140020300	极品玄铁盾·游侠	24	0	2	2	750	0	玄铁打造而成的盾牌	800	0	0	0	0	4	10	10	0	0	4	3	3	2	0	0	0	0	0	0	0	90	0
1140020301	极品玄铁盾·游侠+1	24	0	2	2	750	0	玄铁打造而成的盾牌	900	0	0	0	0	4	13	13	0	0	4	4	4	2	0	0	0	0	0	0	0	95	0
1140020302	极品玄铁盾·游侠+2	24	0	2	2	750	0	玄铁打造而成的盾牌	1000	0	0	0	0	4	16	16	0	0	4	5	5	2	0	0	0	0	0	0	0	100	0
1140020303	极品玄铁盾·游侠+3	24	2	2	2	750	0	玄铁打造而成的盾牌	1100	0	0	0	0	4	19	19	0	0	4	6	6	2	0	0	0	0	0	0	0	105	0
1140020304	极品玄铁盾·游侠+4	24	2	2	2	750	0	玄铁打造而成的盾牌	1200	0	0	0	0	4	22	22	0	0	4	7	7	2	0	0	0	0	0	0	0	110	0
1140020305	极品玄铁盾·游侠+5	24	3	2	2	750	0	玄铁打造而成的盾牌	1300	2500	2500	0	0	4	25	25	0	0	4	8	8	2	0	0	0	0	0	0	0	115	0
1140020306	极品玄铁盾·游侠+6	24	3	2	2	750	0	玄铁打造而成的盾牌	1400	3500	2500	0	0	4	28	28	0	0	4	9	9	2	0	0	0	0	0	0	0	120	0
1140020307	极品玄铁盾·游侠+7	24	3	2	2	750	0	玄铁打造而成的盾牌	1500	4500	2500	0	0	4	31	31	0	0	4	10	10	2	0	0	0	0	0	0	0	125	0
1140020308	极品玄铁盾·游侠+8	24	4	2	2	750	0	玄铁打造而成的盾牌	1600	5500	2500	0	0	4	34	34	0	0	4	11	11	2	0	0	0	0	0	0	0	130	0
1140020309	极品玄铁盾·游侠+9	24	4	2	2	750	0	玄铁打造而成的盾牌	1700	7000	2500	0	0	4	37	37	0	0	4	12	12	2	0	0	0	0	0	0	0	135	0
1140020310	极品玄铁盾·游侠+10	24	5	2	2	750	0	玄铁打造而成的盾牌	0	10000	2500	0	0	4	40	40	0	0	4	13	13	2	0	0	0	0	0	0	0	140	0
1140030300	完美玄铁盾·游侠	24	0	2	3	168000	0	玄铁打造而成的盾牌	800	0	0	100	0	4	10	10	0	0	4	3	3	2	10	0	0	0	0	0	0	240	90
1140030301	完美玄铁盾·游侠+1	24	0	2	3	168000	0	玄铁打造而成的盾牌	900	0	0	100	0	4	13	13	0	0	4	4	4	2	10	0	0	0	0	0	0	245	90
1140030302	完美玄铁盾·游侠+2	24	0	2	3	168000	0	玄铁打造而成的盾牌	1000	0	0	100	0	4	16	16	0	0	4	5	5	2	10	0	0	0	0	0	0	250	90
1140030303	完美玄铁盾·游侠+3	24	3	2	3	168000	0	玄铁打造而成的盾牌	1100	0	0	100	0	4	19	19	0	0	4	6	6	2	10	0	0	0	0	0	0	255	90
1140030304	完美玄铁盾·游侠+4	24	3	2	3	168000	0	玄铁打造而成的盾牌	1200	0	0	100	0	4	22	22	0	0	4	7	7	2	10	0	0	0	0	0	0	260	90
1140030305	完美玄铁盾·游侠+5	24	4	2	3	168000	0	玄铁打造而成的盾牌	1300	0	0	100	0	4	25	25	0	0	4	8	8	2	10	0	0	0	0	0	0	265	90
1140030306	完美玄铁盾·游侠+6	24	4	2	3	168000	0	玄铁打造而成的盾牌	1400	0	0	100	0	4	28	28	0	0	4	9	9	2	10	0	0	0	0	0	0	270	90
1140030307	完美玄铁盾·游侠+7	24	4	2	3	168000	0	玄铁打造而成的盾牌	1500	1000	3000	100	0	4	31	31	0	0	4	10	10	2	10	0	0	0	0	0	0	275	90
1140030308	完美玄铁盾·游侠+8	24	5	2	3	168000	0	玄铁打造而成的盾牌	1600	2000	3000	100	0	4	34	34	0	0	4	11	11	2	10	0	0	0	0	0	0	280	90
1140030309	完美玄铁盾·游侠+9	24	5	2	3	168000	0	玄铁打造而成的盾牌	1700	3000	3000	100	0	4	37	37	0	0	4	12	12	2	10	0	0	0	0	0	0	285	90
1140030310	完美玄铁盾·游侠+10	24	6	2	3	168000	0	玄铁打造而成的盾牌	0	4000	3000	100	0	4	40	40	0	0	4	13	13	2	10	0	0	0	0	0	0	290	90
1140040300	神品玄铁盾·游侠	24	0	2	4	280000	0	玄铁打造而成的盾牌	800	0	0	168	0	4	10	10	0	0	4	3	3	2	10	10	10	0	0	0	0	240	90
1140040301	神品玄铁盾·游侠+1	24	0	2	4	280000	0	玄铁打造而成的盾牌	900	0	0	168	0	4	13	13	0	0	4	4	4	2	10	10	10	0	0	0	0	245	90
1140040302	神品玄铁盾·游侠+2	24	0	2	4	280000	0	玄铁打造而成的盾牌	1000	0	0	168	0	4	16	16	0	0	4	5	5	2	10	10	10	0	0	0	0	250	90
1140040303	神品玄铁盾·游侠+3	24	4	2	4	280000	0	玄铁打造而成的盾牌	1100	0	0	168	0	4	19	19	0	0	4	6	6	2	10	10	10	0	0	0	0	255	90
1140040304	神品玄铁盾·游侠+4	24	4	2	4	280000	0	玄铁打造而成的盾牌	1200	0	0	168	0	4	22	22	0	0	4	7	7	2	10	10	10	0	0	0	0	260	90
1140040305	神品玄铁盾·游侠+5	24	5	2	4	280000	0	玄铁打造而成的盾牌	1300	0	0	168	0	4	25	25	0	0	4	8	8	2	10	10	10	0	0	0	0	265	90
1140040306	神品玄铁盾·游侠+6	24	5	2	4	280000	0	玄铁打造而成的盾牌	1400	0	0	168	0	4	28	28	0	0	4	9	9	2	10	10	10	0	0	0	0	270	90
1140040307	神品玄铁盾·游侠+7	24	5	2	4	280000	0	玄铁打造而成的盾牌	1500	0	0	168	0	4	31	31	0	0	4	10	10	2	10	10	10	0	0	0	0	275	90
1140040308	神品玄铁盾·游侠+8	24	6	2	4	280000	0	玄铁打造而成的盾牌	1600	0	0	168	0	4	34	34	0	0	4	11	11	2	10	10	10	0	0	0	0	280	90
1140040309	神品玄铁盾·游侠+9	24	6	2	4	280000	0	玄铁打造而成的盾牌	1700	0	0	168	0	4	37	37	0	0	4	12	12	2	10	10	10	0	0	0	0	285	90
1140040310	神品玄铁盾·游侠+10	24	7	2	4	280000	0	玄铁打造而成的盾牌	0	0	0	168	0	4	40	40	0	0	4	13	13	2	10	10	10	0	0	0	0	290	90
1140000400	尚武盾·游侠	36	0	3	0	937	0	战将比武时所穿的盾牌	1200	0	0	0	0	4	16	16	0	0	7	0	0	0	0	0	0	0	0	0	0	115	0
1140000401	尚武盾·游侠+1	36	0	3	0	937	0	战将比武时所穿的盾牌	1300	0	0	0	0	4	19	19	0	0	7	0	0	0	0	0	0	0	0	0	0	120	0
1140000402	尚武盾·游侠+2	36	0	3	0	937	0	战将比武时所穿的盾牌	1400	0	3000	0	0	4	22	22	0	0	7	0	0	0	0	0	0	0	0	0	0	125	0
1140000403	尚武盾·游侠+3	36	0	3	0	937	0	战将比武时所穿的盾牌	1500	10000	3000	0	0	4	25	25	0	0	7	0	0	0	0	0	0	0	0	0	0	130	0
1140000404	尚武盾·游侠+4	36	0	3	0	937	0	战将比武时所穿的盾牌	1600	10000	3000	0	0	4	28	28	0	0	7	0	0	0	0	0	0	0	0	0	0	135	0
1140000405	尚武盾·游侠+5	36	0	3	0	937	0	战将比武时所穿的盾牌	1700	10000	3000	0	0	4	31	31	0	0	7	0	0	0	0	0	0	0	0	0	0	140	0
1140000406	尚武盾·游侠+6	36	0	3	0	937	0	战将比武时所穿的盾牌	1800	10000	3000	0	0	4	34	34	0	0	7	0	0	0	0	0	0	0	0	0	0	145	0
1140000407	尚武盾·游侠+7	36	0	3	0	937	0	战将比武时所穿的盾牌	1900	10000	3000	0	0	4	37	37	0	0	7	0	0	0	0	0	0	0	0	0	0	150	0
1140000408	尚武盾·游侠+8	36	0	3	0	937	0	战将比武时所穿的盾牌	2000	10000	3000	0	0	4	40	40	0	0	7	0	0	0	0	0	0	0	0	0	0	155	0
1140000409	尚武盾·游侠+9	36	0	3	0	937	0	战将比武时所穿的盾牌	2100	10000	3000	0	0	4	43	43	0	0	7	0	0	0	0	0	0	0	0	0	0	160	0
1140000410	尚武盾·游侠+10	36	0	3	0	937	0	战将比武时所穿的盾牌	0	10000	3000	0	0	4	46	46	0	0	7	0	0	0	0	0	0	0	0	0	0	165	0
1140010400	精品尚武盾·游侠	36	0	3	1	1125	0	战将比武时所穿的盾牌	1200	0	0	0	0	4	16	16	0	0	7	5	5	0	0	0	0	0	0	0	0	115	0
1140010401	精品尚武盾·游侠+1	36	0	3	1	1125	0	战将比武时所穿的盾牌	1300	0	0	0	0	4	19	19	0	0	7	6	6	0	0	0	0	0	0	0	0	120	0
1140010402	精品尚武盾·游侠+2	36	0	3	1	1125	0	战将比武时所穿的盾牌	1400	0	0	0	0	4	22	22	0	0	7	7	7	0	0	0	0	0	0	0	0	125	0
1140010403	精品尚武盾·游侠+3	36	1	3	1	1125	0	战将比武时所穿的盾牌	1500	0	0	0	0	4	25	25	0	0	7	8	8	0	0	0	0	0	0	0	0	130	0
1140010404	精品尚武盾·游侠+4	36	1	3	1	1125	0	战将比武时所穿的盾牌	1600	5000	4000	0	0	4	28	28	0	0	7	9	9	0	0	0	0	0	0	0	0	135	0
1140010405	精品尚武盾·游侠+5	36	2	3	1	1125	0	战将比武时所穿的盾牌	1700	6000	4000	0	0	4	31	31	0	0	7	10	10	0	0	0	0	0	0	0	0	140	0
1140010406	精品尚武盾·游侠+6	36	2	3	1	1125	0	战将比武时所穿的盾牌	1800	7000	4000	0	0	4	34	34	0	0	7	11	11	0	0	0	0	0	0	0	0	145	0
1140010407	精品尚武盾·游侠+7	36	2	3	1	1125	0	战将比武时所穿的盾牌	1900	8000	4000	0	0	4	37	37	0	0	7	12	12	0	0	0	0	0	0	0	0	150	0
1140010408	精品尚武盾·游侠+8	36	3	3	1	1125	0	战将比武时所穿的盾牌	2000	9000	4000	0	0	4	40	40	0	0	7	13	13	0	0	0	0	0	0	0	0	155	0
1140010409	精品尚武盾·游侠+9	36	3	3	1	1125	0	战将比武时所穿的盾牌	2100	10000	4000	0	0	4	43	43	0	0	7	14	14	0	0	0	0	0	0	0	0	160	0
1140010410	精品尚武盾·游侠+10	36	4	3	1	1125	0	战将比武时所穿的盾牌	0	10000	4000	0	0	4	46	46	0	0	7	15	15	0	0	0	0	0	0	0	0	165	0
1140020400	极品尚武盾·游侠	36	0	3	2	1125	0	战将比武时所穿的盾牌	1200	0	0	0	0	4	16	16	0	0	7	5	5	2	0	0	0	0	0	0	0	115	0
1140020401	极品尚武盾·游侠+1	36	0	3	2	1125	0	战将比武时所穿的盾牌	1300	0	0	0	0	4	19	19	0	0	7	6	6	2	0	0	0	0	0	0	0	120	0
1140020402	极品尚武盾·游侠+2	36	0	3	2	1125	0	战将比武时所穿的盾牌	1400	0	0	0	0	4	22	22	0	0	7	7	7	2	0	0	0	0	0	0	0	125	0
1140020403	极品尚武盾·游侠+3	36	2	3	2	1125	0	战将比武时所穿的盾牌	1500	0	0	0	0	4	25	25	0	0	7	8	8	2	0	0	0	0	0	0	0	130	0
1140020404	极品尚武盾·游侠+4	36	2	3	2	1125	0	战将比武时所穿的盾牌	1600	0	0	0	0	4	28	28	0	0	7	9	9	2	0	0	0	0	0	0	0	135	0
1140020405	极品尚武盾·游侠+5	36	3	3	2	1125	0	战将比武时所穿的盾牌	1700	1000	5000	0	0	4	31	31	0	0	7	10	10	2	0	0	0	0	0	0	0	140	0
1140020406	极品尚武盾·游侠+6	36	3	3	2	1125	0	战将比武时所穿的盾牌	1800	2000	5000	0	0	4	34	34	0	0	7	11	11	2	0	0	0	0	0	0	0	145	0
1140020407	极品尚武盾·游侠+7	36	3	3	2	1125	0	战将比武时所穿的盾牌	1900	3500	5000	0	0	4	37	37	0	0	7	12	12	2	0	0	0	0	0	0	0	150	0
1140020408	极品尚武盾·游侠+8	36	4	3	2	1125	0	战将比武时所穿的盾牌	2000	5000	5000	0	0	4	40	40	0	0	7	13	13	2	0	0	0	0	0	0	0	155	0
1140020409	极品尚武盾·游侠+9	36	4	3	2	1125	0	战将比武时所穿的盾牌	2100	7000	5000	0	0	4	43	43	0	0	7	14	14	2	0	0	0	0	0	0	0	160	0
1140020410	极品尚武盾·游侠+10	36	5	3	2	1125	0	战将比武时所穿的盾牌	0	10000	5000	0	0	4	46	46	0	0	7	15	15	2	0	0	0	0	0	0	0	165	0
1140030400	完美尚武盾·游侠	36	0	3	3	420000	0	战将比武时所穿的盾牌	1200	0	0	100	0	4	16	16	0	0	7	5	5	2	10	0	0	0	0	0	0	315	120
