编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）	是否可丢弃
1210041209	无双之箭·精炼等级：9	0	11	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	0	无双暗影出品	10000	0	0	0	0	0	0	2444	3136	968	1072	-408	-408	204	30	76	96	34	38	21	5	14	5	1	5	5	5	0
1210041210	无双之箭·精炼等级：10	0	11	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	0	无双暗影出品	20000	0	0	0	0	0	0	2484	3176	1000	1104	-408	-408	208	30	78	98	36	40	23	5	15	5	1	5	5	5	0
1210041211	无双之箭·精炼等级：11	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	0	无双暗影出品	30000	0	0	0	0	0	0	2524	3216	1032	1136	-408	-408	212	30	80	100	38	42	25	5	16	5	1	5	5	5	0
1210041212	无双之箭·精炼等级：12	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	40000	0	0	0	0	0	0	2564	3256	1064	1168	-408	-408	216	30	82	102	40	44	27	5	17	5	1	5	5	5	0
1210041213	无双之箭·精炼等级：13	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	50000	0	0	0	0	0	0	2604	3296	1096	1200	-408	-408	220	30	84	104	42	46	29	5	18	5	1	5	5	5	0
1210041214	无双之箭·精炼等级：14	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	60000	0	0	0	0	0	0	2644	3336	1128	1232	-408	-408	224	30	86	106	44	48	31	5	19	5	1	5	5	5	0
1210041215	无双之箭·精炼等级：15	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	70000	0	0	0	0	0	0	2684	3376	1160	1264	-408	-408	228	30	88	108	46	50	33	5	20	5	1	5	5	5	0
1210041216	无双之箭·精炼等级：16	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	80000	0	0	0	0	0	0	2724	3416	1192	1296	-408	-408	232	30	90	110	48	52	35	5	21	5	1	5	5	5	0
1210041217	无双之箭·精炼等级：17	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	90000	0	0	0	0	0	0	2764	3456	1224	1328	-408	-408	236	30	92	112	50	54	37	5	22	5	1	5	5	5	0
1210041218	无双之箭·精炼等级：18	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	100000	0	0	0	0	0	0	2804	3496	1256	1360	-408	-408	240	30	94	114	52	56	39	5	23	5	1	5	5	5	0
1210041219	无双之箭·精炼等级：19	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	200000	0	0	0	0	0	0	2844	3536	1288	1392	-408	-408	244	30	96	116	54	58	41	5	24	5	1	5	5	5	0
1210041220	无双之箭·精炼等级：20	0	12	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	300000	0	0	0	0	0	0	2884	3576	1320	1424	-408	-408	248	30	98	118	56	60	43	5	25	5	1	5	5	5	0
1210041221	无双之箭·精炼等级：21	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	400000	0	0	0	0	0	0	2924	3616	1352	1456	-408	-408	252	30	100	120	58	62	45	5	26	5	1	5	5	5	0
1210041222	无双之箭·精炼等级：22	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	500000	0	0	0	0	0	0	2964	3656	1384	1488	-408	-408	256	30	102	122	60	64	47	5	27	5	1	5	5	5	0
1210041223	无双之箭·精炼等级：23	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	600000	0	0	0	0	0	0	3004	3696	1416	1520	-408	-408	260	30	104	124	62	66	49	5	28	5	1	5	5	5	0
1210041224	无双之箭·精炼等级：24	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	700000	0	0	0	0	0	0	3044	3736	1448	1552	-408	-408	264	30	106	126	64	68	51	5	29	5	1	5	5	5	0
1210041225	无双之箭·精炼等级：25	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	800000	0	0	0	0	0	0	3084	3776	1480	1584	-408	-408	268	30	108	128	66	70	53	5	30	5	1	5	5	5	0
1210041226	无双之箭·精炼等级：26	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	900000	0	0	0	0	0	0	3124	3816	1512	1616	-408	-408	272	30	110	130	68	72	55	5	31	5	1	5	5	5	0
1210041227	无双之箭·精炼等级：27	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	1000000	0	0	0	0	0	0	3164	3856	1544	1648	-408	-408	276	30	112	132	70	74	57	5	32	5	1	5	5	5	0
1210041228	无双之箭·精炼等级：28	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	2000000	0	0	0	0	0	0	3204	3896	1576	1680	-408	-408	280	30	114	134	72	76	59	5	33	5	1	5	5	5	0
1210041229	无双之箭·精炼等级：29	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	3000000	0	0	0	0	0	0	3244	3936	1608	1712	-408	-408	284	30	116	136	74	78	61	5	34	5	1	5	5	5	0
1210041230	无双之箭·精炼等级：30	0	13	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	4000000	0	0	0	0	0	0	3284	3976	1640	1744	-408	-408	288	30	118	138	76	80	63	5	35	5	1	5	5	5	0
1210041231	无双之箭·精炼等级：31	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	5000000	0	0	0	0	0	0	3324	4016	1672	1776	-408	-408	292	30	120	140	78	82	65	5	36	5	1	5	5	5	0
1210041232	无双之箭·精炼等级：32	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	6000000	0	0	0	0	0	0	3364	4056	1704	1808	-408	-408	296	30	122	142	80	84	67	5	37	5	1	5	5	5	0
1210041233	无双之箭·精炼等级：33	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	7000000	0	0	0	0	0	0	3404	4096	1736	1840	-408	-408	300	30	124	144	82	86	69	5	38	5	1	5	5	5	0
1210041234	无双之箭·精炼等级：34	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	8000000	0	0	0	0	0	0	3444	4136	1768	1872	-408	-408	304	30	126	146	84	88	71	5	39	5	1	5	5	5	0
1210041235	无双之箭·精炼等级：35	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	9000000	0	0	0	0	0	0	3484	4176	1800	1904	-408	-408	308	30	128	148	86	90	73	5	40	5	1	5	5	5	0
1210041236	无双之箭·精炼等级：36	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	10000000	0	0	0	0	0	0	3524	4216	1832	1936	-408	-408	312	30	130	150	88	92	75	5	41	5	1	5	5	5	0
1210041237	无双之箭·精炼等级：37	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	10000000	0	0	0	0	0	0	3564	4256	1864	1968	-408	-408	316	30	132	152	90	94	77	5	42	5	1	5	5	5	0
1210041238	无双之箭·精炼等级：38	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	10000000	0	0	0	0	0	0	3604	4296	1896	2000	-408	-408	320	30	134	154	92	96	79	5	43	5	1	5	5	5	0
1210041239	无双之箭·精炼等级：39	0	14	17	4	0	0	拥有50%率定身目标一秒（精炼等级40时开启）	1	无双暗影出品	10000000	0	0	0	0	0	0	3644	4336	1928	2032	-408	-408	324	30	136	156	94	98	81	5	44	5	1	5	5	5	0
1210041240	无双之箭·精炼等级：40（附带定身特效）	0	14	17	4	0	0	拥有50%率定身目标两秒	1	无双暗影出品	10000000	0	0	0	0	85400991	30	3684	4376	1960	2064	-408	-408	328	30	138	158	96	100	83	5	45	5	1	5	5	5	0
1210041241	无双之箭·精炼等级：41（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	1	无双暗影出品	10000000	0	0	0	0	85400991	30	3724	4416	1992	2096	-408	-408	332	30	140	160	98	102	85	5	46	5	1	5	5	5	0
1210041242	无双之箭·精炼等级：42（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	3764	4456	2024	2128	-408	-408	336	30	142	162	100	104	87	5	47	5	1	5	5	5	0
1210041243	无双之箭·精炼等级：43（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	3804	4496	2056	2160	-408	-408	340	30	144	164	102	106	89	5	48	5	1	5	5	5	0
1210041244	无双之箭·精炼等级：44（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	3844	4536	2088	2192	-408	-408	344	30	146	166	104	108	91	5	49	5	1	5	5	5	0
1210041245	无双之箭·精炼等级：45（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	3884	4576	2120	2224	-408	-408	348	30	148	168	106	110	93	5	50	5	1	5	5	5	0
1210041246	无双之箭·精炼等级：46（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	3924	4616	2152	2256	-408	-408	352	30	150	170	108	112	95	5	51	5	1	5	5	5	0
1210041247	无双之箭·精炼等级：47（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	3964	4656	2184	2288	-408	-408	356	30	152	172	110	114	97	5	52	5	1	5	5	5	0
1210041248	无双之箭·精炼等级：48（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4004	4696	2216	2320	-408	-408	360	30	154	174	112	116	99	5	53	5	1	5	5	5	0
1210041249	无双之箭·精炼等级：49（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标两秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4044	4736	2248	2352	-408	-408	364	30	156	176	114	118	101	5	54	5	1	5	5	5	0
1210041250	无双之箭·精炼等级：50（附带定身特效）	0	15	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4084	4776	2280	2384	-408	-408	368	30	158	178	116	120	103	5	55	5	1	5	5	5	0
1210041251	无双之箭·精炼等级：51（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4124	4816	2312	2416	-408	-408	372	30	160	180	118	122	105	5	56	5	1	5	5	5	0
1210041252	无双之箭·精炼等级：52（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4164	4856	2344	2448	-408	-408	376	30	162	182	120	124	107	5	57	5	1	5	5	5	0
1210041253	无双之箭·精炼等级：53（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4204	4896	2376	2480	-408	-408	380	30	164	184	122	126	109	5	58	5	1	5	5	5	0
1210041254	无双之箭·精炼等级：54（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4244	4936	2408	2512	-408	-408	384	30	166	186	124	128	111	5	59	5	1	5	5	5	0
1210041255	无双之箭·精炼等级：55（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4284	4976	2440	2544	-408	-408	388	30	168	188	126	130	113	5	60	5	1	5	5	5	0
1210041256	无双之箭·精炼等级：56（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4324	5016	2472	2576	-408	-408	392	30	170	190	128	132	115	5	61	5	1	5	5	5	0
1210041257	无双之箭·精炼等级：57（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4364	5056	2504	2608	-408	-408	396	30	172	192	130	134	117	5	62	5	1	5	5	5	0
1210041258	无双之箭·精炼等级：58（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4404	5096	2536	2640	-408	-408	400	30	174	194	132	136	119	5	63	5	1	5	5	5	0
1210041259	无双之箭·精炼等级：59（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4444	5136	2568	2672	-408	-408	404	30	176	196	134	138	121	5	64	5	1	5	5	5	0
1210041260	无双之箭·精炼等级：60（附带定身特效）	0	16	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4484	5176	2600	2704	-408	-408	408	30	178	198	136	140	123	5	65	5	1	5	5	5	0
1210041261	无双之箭·精炼等级：61（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4524	5216	2632	2736	-408	-408	412	30	180	200	138	142	125	5	66	5	1	5	5	5	0
1210041262	无双之箭·精炼等级：62（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4564	5256	2664	2768	-408	-408	416	30	182	202	140	144	127	5	67	5	1	5	5	5	0
1210041263	无双之箭·精炼等级：63（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4604	5296	2696	2800	-408	-408	420	30	184	204	142	146	129	5	68	5	1	5	5	5	0
1210041264	无双之箭·精炼等级：64（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4644	5336	2728	2832	-408	-408	424	30	186	206	144	148	131	5	69	5	1	5	5	5	0
1210041265	无双之箭·精炼等级：65（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4684	5376	2760	2864	-408	-408	428	30	188	208	146	150	133	5	70	5	1	5	5	5	0
1210041266	无双之箭·精炼等级：66（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4724	5416	2792	2896	-408	-408	432	30	190	210	148	152	135	5	71	5	1	5	5	5	0
1210041267	无双之箭·精炼等级：67（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4764	5456	2824	2928	-408	-408	436	30	192	212	150	154	137	5	72	5	1	5	5	5	0
1210041268	无双之箭·精炼等级：68（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4804	5496	2856	2960	-408	-408	440	30	194	214	152	156	139	5	73	5	1	5	5	5	0
1210041269	无双之箭·精炼等级：69（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标三秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4844	5536	2888	2992	-408	-408	444	30	196	216	154	158	141	5	74	5	1	5	5	5	0
1210041270	无双之箭·精炼等级：70（附带定身特效）	0	17	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4884	5576	2920	3024	-408	-408	448	30	198	218	156	160	143	5	75	5	1	5	5	5	0
1210041271	无双之箭·精炼等级：71（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4924	5616	2952	3056	-408	-408	452	30	200	220	158	162	145	5	76	5	1	5	5	5	0
1210041272	无双之箭·精炼等级：72（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	4964	5656	2984	3088	-408	-408	456	30	202	222	160	164	147	5	77	5	1	5	5	5	0
1210041273	无双之箭·精炼等级：73（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5004	5696	3016	3120	-408	-408	460	30	204	224	162	166	149	5	78	5	1	5	5	5	0
1210041274	无双之箭·精炼等级：74（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5044	5736	3048	3152	-408	-408	464	30	206	226	164	168	151	5	79	5	1	5	5	5	0
1210041275	无双之箭·精炼等级：75（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5084	5776	3080	3184	-408	-408	468	30	208	228	166	170	153	5	80	5	1	5	5	5	0
1210041276	无双之箭·精炼等级：76（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5124	5816	3112	3216	-408	-408	472	30	210	230	168	172	155	5	81	5	1	5	5	5	0
1210041277	无双之箭·精炼等级：77（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5164	5856	3144	3248	-408	-408	476	30	212	232	170	174	157	5	82	5	1	5	5	5	0
1210041278	无双之箭·精炼等级：78（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5204	5896	3176	3280	-408	-408	480	30	214	234	172	176	159	5	83	5	1	5	5	5	0
1210041279	无双之箭·精炼等级：79（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	10000000	0	0	0	0	85400991	30	5244	5936	3208	3312	-408	-408	484	30	216	236	174	178	161	5	84	5	1	5	5	5	0
1210041280	无双之箭·精炼等级：80（附带定身特效）	0	18	17	4	0	0	拥有50%率定身目标五秒	2	无双暗影出品	0	0	0	0	0	85400991	30	5284	5976	3240	3344	-408	-408	488	30	218	238	176	180	163	5	85	5	1	5	5	5	0
1210042200	进阶·远古·无双之箭	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血100	0	无双暗影出品	10000000	0	0	0	0	85000401	30	4004	4696	2216	2320	-408	-408	168	30	58	78	16	20	3	5	5	5	1	5	5	5	0
1210042201	进阶·远古·无双之箭·精炼等级：1	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血200	0	无双暗影出品	10000000	0	0	0	0	85000402	30	4064	4756	2268	2372	-408	-408	172	30	60	80	18	22	5	5	6	5	1	5	5	5	0
1210042202	进阶·远古·无双之箭·精炼等级：2	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血300	0	无双暗影出品	10000000	0	0	0	0	85000403	30	4124	4816	2320	2424	-408	-408	176	30	62	82	20	24	7	5	7	5	1	5	5	5	0
1210042203	进阶·远古·无双之箭·精炼等级：3	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血400	0	无双暗影出品	10000000	0	0	0	0	85000404	30	4184	4876	2372	2476	-408	-408	180	30	64	84	22	26	9	5	8	5	1	5	5	5	0
1210042204	进阶·远古·无双之箭·精炼等级：4	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血500	0	无双暗影出品	10000000	0	0	0	0	85000405	30	4244	4936	2424	2528	-408	-408	184	30	66	86	24	28	11	5	9	5	1	5	5	5	0
1210042205	进阶·远古·无双之箭·精炼等级：5	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血600	0	无双暗影出品	10000000	0	0	0	0	85000406	30	4304	4996	2476	2580	-408	-408	188	30	68	88	26	30	13	5	10	5	1	5	5	5	0
1210042206	进阶·远古·无双之箭·精炼等级：6	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血700	0	无双暗影出品	10000000	0	0	0	0	85000407	30	4364	5056	2528	2632	-408	-408	192	30	70	90	28	32	15	5	11	5	1	5	5	5	0
1210042207	进阶·远古·无双之箭·精炼等级：7	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血800	0	无双暗影出品	10000000	0	0	0	0	85000408	30	4424	5116	2580	2684	-408	-408	196	30	72	92	30	34	17	5	12	5	1	5	5	5	0
1210042208	进阶·远古·无双之箭·精炼等级：8	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血900	0	无双暗影出品	10000000	0	0	0	0	85000409	30	4484	5176	2632	2736	-408	-408	200	30	74	94	32	36	19	5	13	5	1	5	5	5	0
1210042209	进阶·远古·无双之箭·精炼等级：9	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1000	0	无双暗影出品	10000000	0	0	0	0	85000410	30	4544	5236	2684	2788	-408	-408	204	30	76	96	34	38	21	5	14	5	1	5	5	5	0
1210042210	进阶·远古·无双之箭·精炼等级：10	0	11	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1100	0	无双暗影出品	10000000	0	0	0	0	85000411	30	4604	5296	2736	2840	-408	-408	208	30	78	98	36	40	23	5	15	5	1	5	5	5	0
1210042211	进阶·远古·无双之箭·精炼等级：11	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1200	0	无双暗影出品	10000000	0	0	0	0	85000412	30	4664	5356	2788	2892	-408	-408	212	30	80	100	38	42	25	5	16	5	1	5	5	5	0
1210042212	进阶·远古·无双之箭·精炼等级：12	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1300	1	无双暗影出品	10000000	0	0	0	0	85000413	30	4724	5416	2840	2944	-408	-408	216	30	82	102	40	44	27	5	17	5	1	5	5	5	0
1210042213	进阶·远古·无双之箭·精炼等级：13	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1400	1	无双暗影出品	10000000	0	0	0	0	85000414	30	4784	5476	2892	2996	-408	-408	220	30	84	104	42	46	29	5	18	5	1	5	5	5	0
1210042214	进阶·远古·无双之箭·精炼等级：14	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1500	1	无双暗影出品	10000000	0	0	0	0	85000415	30	4844	5536	2944	3048	-408	-408	224	30	86	106	44	48	31	5	19	5	1	5	5	5	0
1210042215	进阶·远古·无双之箭·精炼等级：15	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1600	1	无双暗影出品	10000000	0	0	0	0	85000416	30	4904	5596	2996	3100	-408	-408	228	30	88	108	46	50	33	5	20	5	1	5	5	5	0
1210042216	进阶·远古·无双之箭·精炼等级：16	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1700	1	无双暗影出品	10000000	0	0	0	0	85000417	30	4964	5656	3048	3152	-408	-408	232	30	90	110	48	52	35	5	21	5	1	5	5	5	0
1210042217	进阶·远古·无双之箭·精炼等级：17	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1800	1	无双暗影出品	10000000	0	0	0	0	85000418	30	5024	5716	3100	3204	-408	-408	236	30	92	112	50	54	37	5	22	5	1	5	5	5	0
1210042218	进阶·远古·无双之箭·精炼等级：18	0	12	18	4	0	0	攻击目标时，有几率无视防御，使其固定掉血1900	1	无双暗影出品	10000000	0	0	0	0	85000419	30	5084	5776	3152	3256	-408	-408	240	30	94	114	52	56	39	5	23	5	1	5	5	5	0
