编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）
1210030209	完美硬弓+9	12	5	2	3	300000	60		0	用比较好材料打造的弓箭	1400	1200	2000	120	0	0	0	388	446	114	128	-500	-500	15	1	48	55	14	16	2	0	10	0	2	0	0	10
1210030210	完美硬弓+10	12	6	2	3	300000	60		0	用比较好材料打造的弓箭	0	1300	2000	120	0	0	0	412	470	122	136	-500	-500	16	1	51	58	15	17	2	0	10	0	2	0	0	10
1210040200	神品硬弓	12	0	2	4	500000	100		0	用比较好材料打造的弓箭	500	0	0	200	0	85000501	5	172	230	42	56	-500	-500	6	1	21	28	5	7	2	10	10	10	2	10	10	10
1210040201	神品硬弓+1	12	0	2	4	500000	100		0	用比较好材料打造的弓箭	600	0	0	200	0	85000501	10	196	254	50	64	-500	-500	7	1	24	31	6	8	2	10	10	10	2	10	10	10
1210040202	神品硬弓+2	12	0	2	4	500000	100		0	用比较好材料打造的弓箭	700	0	0	200	0	85000501	15	220	278	58	72	-500	-500	8	1	27	34	7	9	2	10	10	10	2	10	10	10
1210040203	神品硬弓+3	12	4	2	4	500000	100		0	用比较好材料打造的弓箭	800	0	0	200	0	85000501	20	244	302	66	80	-500	-500	9	1	30	37	8	10	2	10	10	10	2	10	10	10
1210040204	神品硬弓+4	12	4	2	4	500000	100		0	用比较好材料打造的弓箭	900	0	0	200	0	85000501	25	268	326	74	88	-500	-500	10	1	33	40	9	11	2	10	10	10	2	10	10	10
1210040205	神品硬弓+5	12	5	2	4	500000	100		0	用比较好材料打造的弓箭	1000	0	0	200	0	85000501	30	292	350	82	96	-500	-500	11	1	36	43	10	12	2	10	10	10	2	10	10	10
1210040206	神品硬弓+6	12	5	2	4	500000	100		0	用比较好材料打造的弓箭	1100	0	0	200	0	85000501	35	316	374	90	104	-500	-500	12	1	39	46	11	13	2	10	10	10	2	10	10	10
1210040207	神品硬弓+7	12	5	2	4	500000	100		0	用比较好材料打造的弓箭	1200	0	0	200	0	85000501	40	340	398	98	112	-500	-500	13	1	42	49	12	14	2	10	10	10	2	10	10	10
1210040208	神品硬弓+8	12	6	2	4	500000	100		0	用比较好材料打造的弓箭	1300	0	0	200	0	85000501	45	364	422	106	120	-500	-500	14	1	45	52	13	15	2	10	10	10	2	10	10	10
1210040209	神品硬弓+9	12	6	2	4	500000	100		0	用比较好材料打造的弓箭	1400	0	0	200	0	85000501	50	388	446	114	128	-500	-500	15	1	48	55	14	16	2	10	10	10	2	10	10	10
1210040210	神品硬弓+10	12	7	2	4	500000	100		0	用比较好材料打造的弓箭	0	0	0	200	0	85000501	55	412	470	122	136	-500	-500	16	1	51	58	15	17	2	10	10	10	2	10	10	10
1210000300	钢弓	24	0	3	0	3000	0		0	用纯钢打造的弓箭	800	0	0	0	0	0	0	316	422	80	104	-500	-500	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000301	钢弓+1	24	0	3	0	3000	0		0	用纯钢打造的弓箭	900	0	0	0	0	0	0	342	448	90	114	-500	-500	11	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000302	钢弓+2	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1000	0	0	0	0	0	0	368	474	100	124	-500	-500	12	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000303	钢弓+3	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1100	10000	1500	0	0	0	0	394	500	110	134	-500	-500	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000304	钢弓+4	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1200	10000	1500	0	0	0	0	420	526	120	144	-500	-500	14	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000305	钢弓+5	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1300	10000	1500	0	0	0	0	446	552	130	154	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000306	钢弓+6	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1400	10000	1500	0	0	0	0	472	578	140	164	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000307	钢弓+7	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1500	10000	1500	0	0	0	0	498	604	150	174	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000308	钢弓+8	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1600	10000	1500	0	0	0	0	524	630	160	184	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000309	钢弓+9	24	0	3	0	3000	0		0	用纯钢打造的弓箭	1700	10000	1500	0	0	0	0	550	656	170	194	-500	-500	19	1	0	0	0	0	0	0	0	0	0	0	0	0
1210000310	钢弓+10	24	0	3	0	3000	0		0	用纯钢打造的弓箭	0	10000	1500	0	0	0	0	576	682	180	204	-500	-500	20	1	0	0	0	0	0	0	0	0	0	0	0	0
1210010300	精品钢弓	24	0	3	1	3000	0		0	用纯钢打造的弓箭	800	0	0	0	0	0	0	316	422	80	104	-500	-500	10	1	39	52	0	0	0	0	0	0	0	0	0	0
1210010301	精品钢弓+1	24	0	3	1	3000	0		0	用纯钢打造的弓箭	900	0	0	0	0	0	0	342	448	90	114	-500	-500	11	1	42	56	0	0	0	0	0	0	0	0	0	0
1210010302	精品钢弓+2	24	0	3	1	3000	0		0	用纯钢打造的弓箭	1000	0	0	0	0	0	0	368	474	100	124	-500	-500	12	1	46	59	0	0	0	0	0	0	0	0	0	0
1210010303	精品钢弓+3	24	1	3	1	3000	0		0	用纯钢打造的弓箭	1100	0	0	0	0	0	0	394	500	110	134	-500	-500	13	1	49	62	0	0	0	0	0	0	0	0	0	0
1210010304	精品钢弓+4	24	1	3	1	3000	0		0	用纯钢打造的弓箭	1200	5000	2000	0	0	0	0	420	526	120	144	-500	-500	14	1	52	65	0	0	0	0	0	0	0	0	0	0
1210010305	精品钢弓+5	24	2	3	1	3000	0		0	用纯钢打造的弓箭	1300	6000	2000	0	0	0	0	446	552	130	154	-500	-500	15	1	55	69	0	0	0	0	0	0	0	0	0	0
1210010306	精品钢弓+6	24	2	3	1	3000	0		0	用纯钢打造的弓箭	1400	7000	2000	0	0	0	0	472	578	140	164	-500	-500	16	1	59	72	0	0	0	0	0	0	0	0	0	0
1210010307	精品钢弓+7	24	2	3	1	3000	0		0	用纯钢打造的弓箭	1500	8000	2000	0	0	0	0	498	604	150	174	-500	-500	17	1	62	75	0	0	0	0	0	0	0	0	0	0
1210010308	精品钢弓+8	24	3	3	1	3000	0		0	用纯钢打造的弓箭	1600	9000	2000	0	0	0	0	524	630	160	184	-500	-500	18	1	65	78	0	0	0	0	0	0	0	0	0	0
1210010309	精品钢弓+9	24	3	3	1	3000	0		0	用纯钢打造的弓箭	1700	10000	2000	0	0	0	0	550	656	170	194	-500	-500	19	1	68	82	0	0	0	0	0	0	0	0	0	0
1210010310	精品钢弓+10	24	4	3	1	3000	0		0	用纯钢打造的弓箭	0	10000	2000	0	0	0	0	576	682	180	204	-500	-500	20	1	72	85	0	0	0	0	0	0	0	0	0	0
1210020300	极品钢弓	24	0	3	2	3000	0		0	用纯钢打造的弓箭	800	0	0	0	0	0	0	316	422	80	104	-500	-500	10	1	39	52	10	13	2	0	0	0	2	0	0	0
1210020301	极品钢弓+1	24	0	3	2	3000	0		0	用纯钢打造的弓箭	900	0	0	0	0	0	0	342	448	90	114	-500	-500	11	1	42	56	11	14	2	0	0	0	2	0	0	0
1210020302	极品钢弓+2	24	0	3	2	3000	0		0	用纯钢打造的弓箭	1000	0	0	0	0	0	0	368	474	100	124	-500	-500	12	1	46	59	12	15	2	0	0	0	2	0	0	0
1210020303	极品钢弓+3	24	2	3	2	3000	0		0	用纯钢打造的弓箭	1100	0	0	0	0	0	0	394	500	110	134	-500	-500	13	1	49	62	13	16	2	0	0	0	2	0	0	0
1210020304	极品钢弓+4	24	2	3	2	3000	0		0	用纯钢打造的弓箭	1200	0	0	0	0	0	0	420	526	120	144	-500	-500	14	1	52	65	15	18	2	0	0	0	2	0	0	0
1210020305	极品钢弓+5	24	3	3	2	3000	0		0	用纯钢打造的弓箭	1300	2500	2500	0	0	0	0	446	552	130	154	-500	-500	15	1	55	69	16	19	2	0	0	0	2	0	0	0
1210020306	极品钢弓+6	24	3	3	2	3000	0		0	用纯钢打造的弓箭	1400	3500	2500	0	0	0	0	472	578	140	164	-500	-500	16	1	59	72	17	20	2	0	0	0	2	0	0	0
1210020307	极品钢弓+7	24	3	3	2	3000	0		0	用纯钢打造的弓箭	1500	4500	2500	0	0	0	0	498	604	150	174	-500	-500	17	1	62	75	18	21	2	0	0	0	2	0	0	0
1210020308	极品钢弓+8	24	4	3	2	3000	0		0	用纯钢打造的弓箭	1600	5500	2500	0	0	0	0	524	630	160	184	-500	-500	18	1	65	78	20	23	2	0	0	0	2	0	0	0
1210020309	极品钢弓+9	24	4	3	2	3000	0		0	用纯钢打造的弓箭	1700	7000	2500	0	0	0	0	550	656	170	194	-500	-500	19	1	68	82	21	24	2	0	0	0	2	0	0	0
1210020310	极品钢弓+10	24	5	3	2	3000	0		0	用纯钢打造的弓箭	0	10000	2500	0	0	0	0	576	682	180	204	-500	-500	20	1	72	85	22	25	2	0	0	0	2	0	0	0
1210030300	完美钢弓	24	0	3	3	600000	90		0	用纯钢打造的弓箭	800	0	0	336	0	0	0	316	422	80	104	-500	-500	10	1	39	52	10	13	2	0	10	0	2	0	0	10
1210030301	完美钢弓+1	24	0	3	3	600000	90		0	用纯钢打造的弓箭	900	0	0	336	0	0	0	342	448	90	114	-500	-500	11	1	42	56	11	14	2	0	10	0	2	0	0	10
1210030302	完美钢弓+2	24	0	3	3	600000	90		0	用纯钢打造的弓箭	1000	0	0	336	0	0	0	368	474	100	124	-500	-500	12	1	46	59	12	15	2	0	10	0	2	0	0	10
1210030303	完美钢弓+3	24	3	3	3	600000	90		0	用纯钢打造的弓箭	1100	0	0	336	0	0	0	394	500	110	134	-500	-500	13	1	49	62	13	16	2	0	10	0	2	0	0	10
1210030304	完美钢弓+4	24	3	3	3	600000	90		0	用纯钢打造的弓箭	1200	0	0	336	0	0	0	420	526	120	144	-500	-500	14	1	52	65	15	18	2	0	10	0	2	0	0	10
1210030305	完美钢弓+5	24	4	3	3	600000	90		0	用纯钢打造的弓箭	1300	0	0	336	0	0	0	446	552	130	154	-500	-500	15	1	55	69	16	19	2	0	10	0	2	0	0	10
1210030306	完美钢弓+6	24	4	3	3	600000	90		0	用纯钢打造的弓箭	1400	0	0	336	0	0	0	472	578	140	164	-500	-500	16	1	59	72	17	20	2	0	10	0	2	0	0	10
1210030307	完美钢弓+7	24	4	3	3	600000	90		0	用纯钢打造的弓箭	1500	1000	3000	336	0	0	0	498	604	150	174	-500	-500	17	1	62	75	18	21	2	0	10	0	2	0	0	10
1210030308	完美钢弓+8	24	5	3	3	600000	90		0	用纯钢打造的弓箭	1600	2000	3000	336	0	0	0	524	630	160	184	-500	-500	18	1	65	78	20	23	2	0	10	0	2	0	0	10
1210030309	完美钢弓+9	24	5	3	3	600000	90		0	用纯钢打造的弓箭	1700	3000	3000	336	0	0	0	550	656	170	194	-500	-500	19	1	68	82	21	24	2	0	10	0	2	0	0	10
1210030310	完美钢弓+10	24	6	3	3	600000	90		0	用纯钢打造的弓箭	0	4000	3000	336	0	0	0	576	682	180	204	-500	-500	20	1	72	85	22	25	2	0	10	0	2	0	0	10
1210040300	神品钢弓	24	0	3	4	1000000	150		0	用纯钢打造的弓箭	800	0	0	560	0	85000502	5	316	422	80	104	-500	-500	10	1	39	52	10	13	2	10	10	10	2	10	10	10
1210040301	神品钢弓+1	24	0	3	4	1000000	150		0	用纯钢打造的弓箭	900	0	0	560	0	85000502	10	342	448	90	114	-500	-500	11	1	42	56	11	14	2	10	10	10	2	10	10	10
1210040302	神品钢弓+2	24	0	3	4	1000000	150		0	用纯钢打造的弓箭	1000	0	0	560	0	85000502	15	368	474	100	124	-500	-500	12	1	46	59	12	15	2	10	10	10	2	10	10	10
1210040303	神品钢弓+3	24	4	3	4	1000000	150		0	用纯钢打造的弓箭	1100	0	0	560	0	85000502	20	394	500	110	134	-500	-500	13	1	49	62	13	16	2	10	10	10	2	10	10	10
1210040304	神品钢弓+4	24	4	3	4	1000000	150		0	用纯钢打造的弓箭	1200	0	0	560	0	85000502	25	420	526	120	144	-500	-500	14	1	52	65	15	18	2	10	10	10	2	10	10	10
1210040305	神品钢弓+5	24	5	3	4	1000000	150		0	用纯钢打造的弓箭	1300	0	0	560	0	85000502	30	446	552	130	154	-500	-500	15	1	55	69	16	19	2	10	10	10	2	10	10	10
1210040306	神品钢弓+6	24	5	3	4	1000000	150		0	用纯钢打造的弓箭	1400	0	0	560	0	85000502	35	472	578	140	164	-500	-500	16	1	59	72	17	20	2	10	10	10	2	10	10	10
1210040307	神品钢弓+7	24	5	3	4	1000000	150		0	用纯钢打造的弓箭	1500	0	0	560	0	85000502	40	498	604	150	174	-500	-500	17	1	62	75	18	21	2	10	10	10	2	10	10	10
1210040308	神品钢弓+8	24	6	3	4	1000000	150		0	用纯钢打造的弓箭	1600	0	0	560	0	85000502	45	524	630	160	184	-500	-500	18	1	65	78	20	23	2	10	10	10	2	10	10	10
1210040309	神品钢弓+9	24	6	3	4	1000000	150		0	用纯钢打造的弓箭	1700	0	0	560	0	85000502	50	550	656	170	194	-500	-500	19	1	68	82	21	24	2	10	10	10	2	10	10	10
1210040310	神品钢弓+10	24	7	3	4	1000000	150		0	用纯钢打造的弓箭	0	0	0	560	0	85000502	55	576	682	180	204	-500	-500	20	1	72	85	22	25	2	10	10	10	2	10	10	10
1210000400	森林长弓	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1200	0	0	0	0	0	0	470	624	128	160	-500	-500	15	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000401	森林长弓+1	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1300	0	0	0	0	0	0	496	650	138	170	-500	-500	16	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000402	森林长弓+2	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1400	0	3000	0	0	0	0	522	676	148	180	-500	-500	17	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000403	森林长弓+3	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1500	10000	3000	0	0	0	0	548	702	158	190	-500	-500	18	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000404	森林长弓+4	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1600	10000	3000	0	0	0	0	574	728	168	200	-500	-500	19	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000405	森林长弓+5	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1700	10000	3000	0	0	0	0	600	754	178	210	-500	-500	20	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000406	森林长弓+6	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1800	10000	3000	0	0	0	0	626	780	188	220	-500	-500	21	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000407	森林长弓+7	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	1900	10000	3000	0	0	0	0	652	806	198	230	-500	-500	22	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000408	森林长弓+8	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	2000	10000	3000	0	0	0	0	678	832	208	240	-500	-500	23	2	0	0	0	0	0	0	0	0	0	0	0	0
1210000409	森林长弓+9	36	0	4	0	4500	0		0	资深的老猎人才能够使用的长弓	2100	10000	3000	0	0	0	0	704	858	218	250	-500	-500	24	2	0	0	0	0	0	0	0	0	0	0	0	0
