编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）
1221040209	神品锡杖+9	12	6	2	4	440000	88		0	锡制的法杖，大大提高了耐用程度	1400	0	0	184	1	85000601	50	196	220	284	334	-500	-500	14	1	24	27	35	41	2	10	10	10	2	10	10	10
1221040210	神品锡杖+10	12	7	2	4	440000	88		0	锡制的法杖，大大提高了耐用程度	0	0	0	184	1	85000601	55	208	232	304	354	-500	-500	15	1	26	29	38	44	2	10	10	10	2	10	10	10
1221000300	宝石杖	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	800	0	0	0	1	0	0	164	204	188	310	-500	-500	8	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000301	宝石杖+1	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	900	0	0	0	1	0	0	178	218	210	332	-500	-500	9	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000302	宝石杖+2	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1000	0	0	0	1	0	0	192	232	232	354	-500	-500	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000303	宝石杖+3	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1100	10000	1500	0	1	0	0	206	246	254	376	-500	-500	11	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000304	宝石杖+4	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1200	10000	1500	0	1	0	0	220	260	276	398	-500	-500	12	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000305	宝石杖+5	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1300	10000	1500	0	1	0	0	234	274	298	420	-500	-500	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000306	宝石杖+6	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1400	10000	1500	0	1	0	0	248	288	320	442	-500	-500	14	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000307	宝石杖+7	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1500	10000	1500	0	1	0	0	262	302	342	464	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000308	宝石杖+8	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1600	10000	1500	0	1	0	0	276	316	364	486	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000309	宝石杖+9	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1700	10000	1500	0	1	0	0	290	330	386	508	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000310	宝石杖+10	24	0	3	0	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	0	10000	1500	0	1	0	0	304	344	408	530	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1221010300	精品宝石杖	24	0	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	800	0	0	0	1	0	0	164	204	188	310	-500	-500	8	1	0	0	23	38	0	0	0	0	0	0	0	0
1221010301	精品宝石杖+1	24	0	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	900	0	0	0	1	0	0	178	218	210	332	-500	-500	9	1	0	0	26	41	0	0	0	0	0	0	0	0
1221010302	精品宝石杖+2	24	0	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1000	0	0	0	1	0	0	192	232	232	354	-500	-500	10	1	0	0	29	44	0	0	0	0	0	0	0	0
1221010303	精品宝石杖+3	24	1	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1100	0	0	0	1	0	0	206	246	254	376	-500	-500	11	1	0	0	31	47	0	0	0	0	0	0	0	0
1221010304	精品宝石杖+4	24	1	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1200	5000	2000	0	1	0	0	220	260	276	398	-500	-500	12	1	0	0	34	49	0	0	0	0	0	0	0	0
1221010305	精品宝石杖+5	24	2	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1300	6000	2000	0	1	0	0	234	274	298	420	-500	-500	13	1	0	0	37	52	0	0	0	0	0	0	0	0
1221010306	精品宝石杖+6	24	2	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1400	7000	2000	0	1	0	0	248	288	320	442	-500	-500	14	1	0	0	40	55	0	0	0	0	0	0	0	0
1221010307	精品宝石杖+7	24	2	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1500	8000	2000	0	1	0	0	262	302	342	464	-500	-500	15	1	0	0	42	58	0	0	0	0	0	0	0	0
1221010308	精品宝石杖+8	24	3	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1600	9000	2000	0	1	0	0	276	316	364	486	-500	-500	16	1	0	0	45	60	0	0	0	0	0	0	0	0
1221010309	精品宝石杖+9	24	3	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1700	10000	2000	0	1	0	0	290	330	386	508	-500	-500	17	1	0	0	48	63	0	0	0	0	0	0	0	0
1221010310	精品宝石杖+10	24	4	3	1	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	0	10000	2000	0	1	0	0	304	344	408	530	-500	-500	18	1	0	0	51	66	0	0	0	0	0	0	0	0
1221020300	极品宝石杖	24	0	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	800	0	0	0	1	0	0	164	204	188	310	-500	-500	8	1	20	25	23	38	2	0	0	0	2	0	0	0
1221020301	极品宝石杖+1	24	0	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	900	0	0	0	1	0	0	178	218	210	332	-500	-500	9	1	22	27	26	41	2	0	0	0	2	0	0	0
1221020302	极品宝石杖+2	24	0	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1000	0	0	0	1	0	0	192	232	232	354	-500	-500	10	1	24	29	29	44	2	0	0	0	2	0	0	0
1221020303	极品宝石杖+3	24	2	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1100	0	0	0	1	0	0	206	246	254	376	-500	-500	11	1	25	30	31	47	2	0	0	0	2	0	0	0
1221020304	极品宝石杖+4	24	2	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1200	0	0	0	1	0	0	220	260	276	398	-500	-500	12	1	27	32	34	49	2	0	0	0	2	0	0	0
1221020305	极品宝石杖+5	24	3	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1300	2500	2500	0	1	0	0	234	274	298	420	-500	-500	13	1	29	34	37	52	2	0	0	0	2	0	0	0
1221020306	极品宝石杖+6	24	3	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1400	3500	2500	0	1	0	0	248	288	320	442	-500	-500	14	1	31	36	40	55	2	0	0	0	2	0	0	0
1221020307	极品宝石杖+7	24	3	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1500	4500	2500	0	1	0	0	262	302	342	464	-500	-500	15	1	32	37	42	58	2	0	0	0	2	0	0	0
1221020308	极品宝石杖+8	24	4	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1600	5500	2500	0	1	0	0	276	316	364	486	-500	-500	16	1	34	39	45	60	2	0	0	0	2	0	0	0
1221020309	极品宝石杖+9	24	4	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	1700	7000	2500	0	1	0	0	290	330	386	508	-500	-500	17	1	36	41	48	63	2	0	0	0	2	0	0	0
1221020310	极品宝石杖+10	24	5	3	2	2250	0		0	镶嵌宝石的法杖，拥有不错的魔力	0	10000	2500	0	1	0	0	304	344	408	530	-500	-500	18	1	38	43	51	66	2	0	0	0	2	0	0	0
1221030300	完美宝石杖	24	0	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	800	0	0	264	1	0	0	164	204	188	310	-500	-500	8	1	20	25	23	38	2	10	0	0	2	0	0	10
1221030301	完美宝石杖+1	24	0	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	900	0	0	264	1	0	0	178	218	210	332	-500	-500	9	1	22	27	26	41	2	10	0	0	2	0	0	10
1221030302	完美宝石杖+2	24	0	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1000	0	0	264	1	0	0	192	232	232	354	-500	-500	10	1	24	29	29	44	2	10	0	0	2	0	0	10
1221030303	完美宝石杖+3	24	3	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1100	0	0	264	1	0	0	206	246	254	376	-500	-500	11	1	25	30	31	47	2	10	0	0	2	0	0	10
1221030304	完美宝石杖+4	24	3	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1200	0	0	264	1	0	0	220	260	276	398	-500	-500	12	1	27	32	34	49	2	10	0	0	2	0	0	10
1221030305	完美宝石杖+5	24	4	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1300	0	0	264	1	0	0	234	274	298	420	-500	-500	13	1	29	34	37	52	2	10	0	0	2	0	0	10
1221030306	完美宝石杖+6	24	4	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1400	0	0	264	1	0	0	248	288	320	442	-500	-500	14	1	31	36	40	55	2	10	0	0	2	0	0	10
1221030307	完美宝石杖+7	24	4	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1500	1000	3000	264	1	0	0	262	302	342	464	-500	-500	15	1	32	37	42	58	2	10	0	0	2	0	0	10
1221030308	完美宝石杖+8	24	5	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1600	2000	3000	264	1	0	0	276	316	364	486	-500	-500	16	1	34	39	45	60	2	10	0	0	2	0	0	10
1221030309	完美宝石杖+9	24	5	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	1700	3000	3000	264	1	0	0	290	330	386	508	-500	-500	17	1	36	41	48	63	2	10	0	0	2	0	0	10
1221030310	完美宝石杖+10	24	6	3	3	540000	81		0	镶嵌宝石的法杖，拥有不错的魔力	0	4000	3000	264	1	0	0	304	344	408	530	-500	-500	18	1	38	43	51	66	2	10	0	0	2	0	0	10
1221040300	神品宝石杖	24	0	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	800	0	0	440	1	85000602	5	164	204	188	310	-500	-500	8	1	20	25	23	38	2	10	10	10	2	10	10	10
1221040301	神品宝石杖+1	24	0	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	900	0	0	440	1	85000602	10	178	218	210	332	-500	-500	9	1	22	27	26	41	2	10	10	10	2	10	10	10
1221040302	神品宝石杖+2	24	0	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1000	0	0	440	1	85000602	15	192	232	232	354	-500	-500	10	1	24	29	29	44	2	10	10	10	2	10	10	10
1221040303	神品宝石杖+3	24	4	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1100	0	0	440	1	85000602	20	206	246	254	376	-500	-500	11	1	25	30	31	47	2	10	10	10	2	10	10	10
1221040304	神品宝石杖+4	24	4	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1200	0	0	440	1	85000602	25	220	260	276	398	-500	-500	12	1	27	32	34	49	2	10	10	10	2	10	10	10
1221040305	神品宝石杖+5	24	5	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1300	0	0	440	1	85000602	30	234	274	298	420	-500	-500	13	1	29	34	37	52	2	10	10	10	2	10	10	10
1221040306	神品宝石杖+6	24	5	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1400	0	0	440	1	85000602	35	248	288	320	442	-500	-500	14	1	31	36	40	55	2	10	10	10	2	10	10	10
1221040307	神品宝石杖+7	24	5	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1500	0	0	440	1	85000602	40	262	302	342	464	-500	-500	15	1	32	37	42	58	2	10	10	10	2	10	10	10
1221040308	神品宝石杖+8	24	6	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1600	0	0	440	1	85000602	45	276	316	364	486	-500	-500	16	1	34	39	45	60	2	10	10	10	2	10	10	10
1221040309	神品宝石杖+9	24	6	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	1700	0	0	440	1	85000602	50	290	330	386	508	-500	-500	17	1	36	41	48	63	2	10	10	10	2	10	10	10
1221040310	神品宝石杖+10	24	7	3	4	900000	135		0	镶嵌宝石的法杖，拥有不错的魔力	0	0	0	440	1	85000602	55	304	344	408	530	-500	-500	18	1	38	43	51	66	2	10	10	10	2	10	10	10
1221000400	水晶杖	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1200	0	0	0	1	0	0	236	306	268	498	-500	-500	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1221000401	水晶杖+1	36	0	4	0	3375	0		0	用水晶做的法杖，使用者可以借由水晶发挥更大的魔法能力	1300	0	0	0	1	0	0	250	320	290	520	-500	-500	11	1	0	0	0	0	0	0	0	0	0	0	0	0
