编号	名字	等级需求	光影等级	图标	品质	金币	元宝	功能描述	攻击距离增加	描述	升等费用	精炼几率	精炼费用	升级费用	种族要求	武器攻击附加状态	状态产生几率	最小物理攻击	最大物理攻击	最小魔法攻击	最大魔法攻击	增加攻击时间	增加攻击间隔	增加攻击命中	双倍攻击几率	附加最小物理攻击	附加最大物理攻击	附加最小魔法攻击	附加最大魔法攻击	物攻加成（等级）	物攻加成（强壮）	物攻加成（敏捷）	物攻加成（智慧）	魔攻加成（等级）	魔攻加成（强壮）	魔攻加成（敏捷）	魔攻加成（智慧）
1232000206	长剑+6	12	0	2	0	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1100	10000	500	0	2	0	0	278	408	84	96	-500	-500	11	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000207	长剑+7	12	0	2	0	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1200	10000	500	0	2	0	0	302	432	92	104	-500	-500	12	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000208	长剑+8	12	0	2	0	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1300	10000	500	0	2	0	0	326	456	100	112	-500	-500	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000209	长剑+9	12	0	2	0	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1400	10000	500	0	2	0	0	350	480	108	120	-500	-500	14	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000210	长剑+10	12	0	2	0	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	0	10000	500	0	2	0	0	374	504	116	128	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1232010200	精品长剑	12	0	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	500	0	0	0	2	0	0	134	264	36	48	-500	-500	5	1	16	33	0	0	0	0	0	0	0	0	0	0
1232010201	精品长剑+1	12	0	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	600	0	0	0	2	0	0	158	288	44	56	-500	-500	6	1	19	36	0	0	0	0	0	0	0	0	0	0
1232010202	精品长剑+2	12	0	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	700	0	0	0	2	0	0	182	312	52	64	-500	-500	7	1	22	39	0	0	0	0	0	0	0	0	0	0
1232010203	精品长剑+3	12	1	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	800	0	0	0	2	0	0	206	336	60	72	-500	-500	8	1	25	42	0	0	0	0	0	0	0	0	0	0
1232010204	精品长剑+4	12	1	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	900	5000	1000	0	2	0	0	230	360	68	80	-500	-500	9	1	28	45	0	0	0	0	0	0	0	0	0	0
1232010205	精品长剑+5	12	2	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1000	6000	1000	0	2	0	0	254	384	76	88	-500	-500	10	1	31	48	0	0	0	0	0	0	0	0	0	0
1232010206	精品长剑+6	12	2	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1100	7000	1000	0	2	0	0	278	408	84	96	-500	-500	11	1	34	51	0	0	0	0	0	0	0	0	0	0
1232010207	精品长剑+7	12	2	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1200	8000	1000	0	2	0	0	302	432	92	104	-500	-500	12	1	37	54	0	0	0	0	0	0	0	0	0	0
1232010208	精品长剑+8	12	3	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1300	9000	1000	0	2	0	0	326	456	100	112	-500	-500	13	1	40	57	0	0	0	0	0	0	0	0	0	0
1232010209	精品长剑+9	12	3	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1400	10000	1000	0	2	0	0	350	480	108	120	-500	-500	14	1	43	60	0	0	0	0	0	0	0	0	0	0
1232010210	精品长剑+10	12	4	2	1	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	0	10000	1000	0	2	0	0	374	504	116	128	-500	-500	15	1	46	63	0	0	0	0	0	0	0	0	0	0
1232020200	极品长剑	12	0	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	500	0	0	0	2	0	0	134	264	36	48	-500	-500	5	1	16	33	4	6	2	0	0	0	2	0	0	0
1232020201	极品长剑+1	12	0	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	600	0	0	0	2	0	0	158	288	44	56	-500	-500	6	1	19	36	5	7	2	0	0	0	2	0	0	0
1232020202	极品长剑+2	12	0	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	700	0	0	0	2	0	0	182	312	52	64	-500	-500	7	1	22	39	6	8	2	0	0	0	2	0	0	0
1232020203	极品长剑+3	12	2	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	800	0	0	0	2	0	0	206	336	60	72	-500	-500	8	1	25	42	7	9	2	0	0	0	2	0	0	0
1232020204	极品长剑+4	12	2	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	900	0	0	0	2	0	0	230	360	68	80	-500	-500	9	1	28	45	8	10	2	0	0	0	2	0	0	0
1232020205	极品长剑+5	12	3	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1000	2500	1500	0	2	0	0	254	384	76	88	-500	-500	10	1	31	48	9	11	2	0	0	0	2	0	0	0
1232020206	极品长剑+6	12	3	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1100	3500	1500	0	2	0	0	278	408	84	96	-500	-500	11	1	34	51	10	12	2	0	0	0	2	0	0	0
1232020207	极品长剑+7	12	3	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1200	4500	1500	0	2	0	0	302	432	92	104	-500	-500	12	1	37	54	11	13	2	0	0	0	2	0	0	0
1232020208	极品长剑+8	12	4	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1300	5500	1500	0	2	0	0	326	456	100	112	-500	-500	13	1	40	57	12	14	2	0	0	0	2	0	0	0
1232020209	极品长剑+9	12	4	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	1400	7000	1500	0	2	0	0	350	480	108	120	-500	-500	14	1	43	60	13	15	2	0	0	0	2	0	0	0
1232020210	极品长剑+10	12	5	2	2	1750	0		0	铁质的剑，剑身很长，利于近身搏斗	0	10000	1500	0	2	0	0	374	504	116	128	-500	-500	15	1	46	63	14	16	2	0	0	0	2	0	0	0
1232030200	完美长剑	12	0	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	500	0	0	110	2	0	0	134	264	36	48	-500	-500	5	1	16	33	4	6	2	10	0	0	2	0	0	10
1232030201	完美长剑+1	12	0	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	600	0	0	110	2	0	0	158	288	44	56	-500	-500	6	1	19	36	5	7	2	10	0	0	2	0	0	10
1232030202	完美长剑+2	12	0	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	700	0	0	110	2	0	0	182	312	52	64	-500	-500	7	1	22	39	6	8	2	10	0	0	2	0	0	10
1232030203	完美长剑+3	12	3	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	800	0	0	110	2	0	0	206	336	60	72	-500	-500	8	1	25	42	7	9	2	10	0	0	2	0	0	10
1232030204	完美长剑+4	12	3	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	900	0	0	110	2	0	0	230	360	68	80	-500	-500	9	1	28	45	8	10	2	10	0	0	2	0	0	10
1232030205	完美长剑+5	12	4	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	1000	0	0	110	2	0	0	254	384	76	88	-500	-500	10	1	31	48	9	11	2	10	0	0	2	0	0	10
1232030206	完美长剑+6	12	4	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	1100	0	0	110	2	0	0	278	408	84	96	-500	-500	11	1	34	51	10	12	2	10	0	0	2	0	0	10
1232030207	完美长剑+7	12	4	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	1200	1000	2000	110	2	0	0	302	432	92	104	-500	-500	12	1	37	54	11	13	2	10	0	0	2	0	0	10
1232030208	完美长剑+8	12	5	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	1300	1100	2000	110	2	0	0	326	456	100	112	-500	-500	13	1	40	57	12	14	2	10	0	0	2	0	0	10
1232030209	完美长剑+9	12	5	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	1400	1200	2000	110	2	0	0	350	480	108	120	-500	-500	14	1	43	60	13	15	2	10	0	0	2	0	0	10
1232030210	完美长剑+10	12	6	2	3	264000	53		0	铁质的剑，剑身很长，利于近身搏斗	0	1300	2000	110	2	0	0	374	504	116	128	-500	-500	15	1	46	63	14	16	2	10	0	0	2	0	0	10
1232040200	神品长剑	12	0	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	500	0	0	184	2	0	0	134	264	36	48	-500	-500	5	1	16	33	4	6	2	10	10	10	2	10	10	10
1232040201	神品长剑+1	12	0	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	600	0	0	184	2	0	0	158	288	44	56	-500	-500	6	1	19	36	5	7	2	10	10	10	2	10	10	10
1232040202	神品长剑+2	12	0	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	700	0	0	184	2	0	0	182	312	52	64	-500	-500	7	1	22	39	6	8	2	10	10	10	2	10	10	10
1232040203	神品长剑+3	12	4	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	800	0	0	184	2	0	0	206	336	60	72	-500	-500	8	1	25	42	7	9	2	10	10	10	2	10	10	10
1232040204	神品长剑+4	12	4	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	900	0	0	184	2	0	0	230	360	68	80	-500	-500	9	1	28	45	8	10	2	10	10	10	2	10	10	10
1232040205	神品长剑+5	12	5	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	1000	0	0	184	2	0	0	254	384	76	88	-500	-500	10	1	31	48	9	11	2	10	10	10	2	10	10	10
1232040206	神品长剑+6	12	5	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	1100	0	0	184	2	0	0	278	408	84	96	-500	-500	11	1	34	51	10	12	2	10	10	10	2	10	10	10
1232040207	神品长剑+7	12	5	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	1200	0	0	184	2	0	0	302	432	92	104	-500	-500	12	1	37	54	11	13	2	10	10	10	2	10	10	10
1232040208	神品长剑+8	12	6	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	1300	0	0	184	2	0	0	326	456	100	112	-500	-500	13	1	40	57	12	14	2	10	10	10	2	10	10	10
1232040209	神品长剑+9	12	6	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	1400	0	0	184	2	0	0	350	480	108	120	-500	-500	14	1	43	60	13	15	2	10	10	10	2	10	10	10
1232040210	神品长剑+10	12	7	2	4	440000	88		0	铁质的剑，剑身很长，利于近身搏斗	0	0	0	184	2	0	0	374	504	116	128	-500	-500	15	1	46	63	14	16	2	10	10	10	2	10	10	10
1232000300	月轮剑	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	800	0	0	0	2	0	0	242	504	70	90	-500	-500	8	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000301	月轮剑+1	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	900	0	0	0	2	0	0	268	530	80	100	-500	-500	9	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000302	月轮剑+2	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1000	0	0	0	2	0	0	294	556	90	110	-500	-500	10	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000303	月轮剑+3	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1100	10000	1500	0	2	0	0	320	582	100	120	-500	-500	11	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000304	月轮剑+4	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1200	10000	1500	0	2	0	0	346	608	110	130	-500	-500	12	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000305	月轮剑+5	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1300	10000	1500	0	2	0	0	372	634	120	140	-500	-500	13	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000306	月轮剑+6	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1400	10000	1500	0	2	0	0	398	660	130	150	-500	-500	14	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000307	月轮剑+7	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1500	10000	1500	0	2	0	0	424	686	140	160	-500	-500	15	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000308	月轮剑+8	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1600	10000	1500	0	2	0	0	450	712	150	170	-500	-500	16	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000309	月轮剑+9	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1700	10000	1500	0	2	0	0	476	738	160	180	-500	-500	17	1	0	0	0	0	0	0	0	0	0	0	0	0
1232000310	月轮剑+10	24	0	3	0	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	0	10000	1500	0	2	0	0	502	764	170	190	-500	-500	18	1	0	0	0	0	0	0	0	0	0	0	0	0
1232010300	精品月轮剑	24	0	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	800	0	0	0	2	0	0	242	504	70	90	-500	-500	8	1	30	63	0	0	0	0	0	0	0	0	0	0
1232010301	精品月轮剑+1	24	0	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	900	0	0	0	2	0	0	268	530	80	100	-500	-500	9	1	33	66	0	0	0	0	0	0	0	0	0	0
1232010302	精品月轮剑+2	24	0	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1000	0	0	0	2	0	0	294	556	90	110	-500	-500	10	1	36	69	0	0	0	0	0	0	0	0	0	0
1232010303	精品月轮剑+3	24	1	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1100	0	0	0	2	0	0	320	582	100	120	-500	-500	11	1	40	72	0	0	0	0	0	0	0	0	0	0
1232010304	精品月轮剑+4	24	1	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1200	5000	2000	0	2	0	0	346	608	110	130	-500	-500	12	1	43	76	0	0	0	0	0	0	0	0	0	0
1232010305	精品月轮剑+5	24	2	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1300	6000	2000	0	2	0	0	372	634	120	140	-500	-500	13	1	46	79	0	0	0	0	0	0	0	0	0	0
1232010306	精品月轮剑+6	24	2	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1400	7000	2000	0	2	0	0	398	660	130	150	-500	-500	14	1	49	82	0	0	0	0	0	0	0	0	0	0
1232010307	精品月轮剑+7	24	2	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1500	8000	2000	0	2	0	0	424	686	140	160	-500	-500	15	1	53	85	0	0	0	0	0	0	0	0	0	0
1232010308	精品月轮剑+8	24	3	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1600	9000	2000	0	2	0	0	450	712	150	170	-500	-500	16	1	56	89	0	0	0	0	0	0	0	0	0	0
1232010309	精品月轮剑+9	24	3	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1700	10000	2000	0	2	0	0	476	738	160	180	-500	-500	17	1	59	92	0	0	0	0	0	0	0	0	0	0
1232010310	精品月轮剑+10	24	4	3	1	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	0	10000	2000	0	2	0	0	502	764	170	190	-500	-500	18	1	62	95	0	0	0	0	0	0	0	0	0	0
1232020300	极品月轮剑	24	0	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	800	0	0	0	2	0	0	242	504	70	90	-500	-500	8	1	30	63	8	11	2	0	0	0	2	0	0	0
1232020301	极品月轮剑+1	24	0	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	900	0	0	0	2	0	0	268	530	80	100	-500	-500	9	1	33	66	10	12	2	0	0	0	2	0	0	0
1232020302	极品月轮剑+2	24	0	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1000	0	0	0	2	0	0	294	556	90	110	-500	-500	10	1	36	69	11	13	2	0	0	0	2	0	0	0
1232020303	极品月轮剑+3	24	2	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1100	0	0	0	2	0	0	320	582	100	120	-500	-500	11	1	40	72	12	15	2	0	0	0	2	0	0	0
1232020304	极品月轮剑+4	24	2	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1200	0	0	0	2	0	0	346	608	110	130	-500	-500	12	1	43	76	13	16	2	0	0	0	2	0	0	0
1232020305	极品月轮剑+5	24	3	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1300	2500	2500	0	2	0	0	372	634	120	140	-500	-500	13	1	46	79	15	17	2	0	0	0	2	0	0	0
1232020306	极品月轮剑+6	24	3	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1400	3500	2500	0	2	0	0	398	660	130	150	-500	-500	14	1	49	82	16	18	2	0	0	0	2	0	0	0
1232020307	极品月轮剑+7	24	3	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1500	4500	2500	0	2	0	0	424	686	140	160	-500	-500	15	1	53	85	17	20	2	0	0	0	2	0	0	0
1232020308	极品月轮剑+8	24	4	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1600	5500	2500	0	2	0	0	450	712	150	170	-500	-500	16	1	56	89	18	21	2	0	0	0	2	0	0	0
1232020309	极品月轮剑+9	24	4	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	1700	7000	2500	0	2	0	0	476	738	160	180	-500	-500	17	1	59	92	20	22	2	0	0	0	2	0	0	0
1232020310	极品月轮剑+10	24	5	3	2	2625	0		0	剑身犹如月轮，在刺的同时也可以用来砍	0	10000	2500	0	2	0	0	502	764	170	190	-500	-500	18	1	62	95	21	23	2	0	0	0	2	0	0	0
1232030300	完美月轮剑	24	0	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	800	0	0	264	2	0	0	242	504	70	90	-500	-500	8	1	30	63	8	11	2	10	0	0	2	0	0	10
1232030301	完美月轮剑+1	24	0	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	900	0	0	264	2	0	0	268	530	80	100	-500	-500	9	1	33	66	10	12	2	10	0	0	2	0	0	10
1232030302	完美月轮剑+2	24	0	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1000	0	0	264	2	0	0	294	556	90	110	-500	-500	10	1	36	69	11	13	2	10	0	0	2	0	0	10
1232030303	完美月轮剑+3	24	3	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1100	0	0	264	2	0	0	320	582	100	120	-500	-500	11	1	40	72	12	15	2	10	0	0	2	0	0	10
1232030304	完美月轮剑+4	24	3	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1200	0	0	264	2	0	0	346	608	110	130	-500	-500	12	1	43	76	13	16	2	10	0	0	2	0	0	10
1232030305	完美月轮剑+5	24	4	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1300	0	0	264	2	0	0	372	634	120	140	-500	-500	13	1	46	79	15	17	2	10	0	0	2	0	0	10
1232030306	完美月轮剑+6	24	4	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1400	0	0	264	2	0	0	398	660	130	150	-500	-500	14	1	49	82	16	18	2	10	0	0	2	0	0	10
1232030307	完美月轮剑+7	24	4	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1500	1000	3000	264	2	0	0	424	686	140	160	-500	-500	15	1	53	85	17	20	2	10	0	0	2	0	0	10
1232030308	完美月轮剑+8	24	5	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1600	2000	3000	264	2	0	0	450	712	150	170	-500	-500	16	1	56	89	18	21	2	10	0	0	2	0	0	10
1232030309	完美月轮剑+9	24	5	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	1700	3000	3000	264	2	0	0	476	738	160	180	-500	-500	17	1	59	92	20	22	2	10	0	0	2	0	0	10
1232030310	完美月轮剑+10	24	6	3	3	540000	81		0	剑身犹如月轮，在刺的同时也可以用来砍	0	4000	3000	264	2	0	0	502	764	170	190	-500	-500	18	1	62	95	21	23	2	10	0	0	2	0	0	10
1232040300	神品月轮剑	24	0	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	800	0	0	440	2	0	0	242	504	70	90	-500	-500	8	1	30	63	8	11	2	10	10	10	2	10	10	10
1232040301	神品月轮剑+1	24	0	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	900	0	0	440	2	0	0	268	530	80	100	-500	-500	9	1	33	66	10	12	2	10	10	10	2	10	10	10
1232040302	神品月轮剑+2	24	0	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1000	0	0	440	2	0	0	294	556	90	110	-500	-500	10	1	36	69	11	13	2	10	10	10	2	10	10	10
1232040303	神品月轮剑+3	24	4	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1100	0	0	440	2	0	0	320	582	100	120	-500	-500	11	1	40	72	12	15	2	10	10	10	2	10	10	10
1232040304	神品月轮剑+4	24	4	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1200	0	0	440	2	0	0	346	608	110	130	-500	-500	12	1	43	76	13	16	2	10	10	10	2	10	10	10
1232040305	神品月轮剑+5	24	5	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1300	0	0	440	2	0	0	372	634	120	140	-500	-500	13	1	46	79	15	17	2	10	10	10	2	10	10	10
1232040306	神品月轮剑+6	24	5	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1400	0	0	440	2	0	0	398	660	130	150	-500	-500	14	1	49	82	16	18	2	10	10	10	2	10	10	10
1232040307	神品月轮剑+7	24	5	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1500	0	0	440	2	0	0	424	686	140	160	-500	-500	15	1	53	85	17	20	2	10	10	10	2	10	10	10
1232040308	神品月轮剑+8	24	6	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1600	0	0	440	2	0	0	450	712	150	170	-500	-500	16	1	56	89	18	21	2	10	10	10	2	10	10	10
1232040309	神品月轮剑+9	24	6	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	1700	0	0	440	2	0	0	476	738	160	180	-500	-500	17	1	59	92	20	22	2	10	10	10	2	10	10	10
1232040310	神品月轮剑+10	24	7	3	4	900000	135		0	剑身犹如月轮，在刺的同时也可以用来砍	0	0	0	440	2	0	0	502	764	170	190	-500	-500	18	1	62	95	21	23	2	10	10	10	2	10	10	10
